fmpo,skos:exactMatch seko,owl:deprecated,skos:prefLabel_fi,skos:prefLabel_sv,skos:prefLabel_en,skos:altLabel,alt_lang,skos:hiddenLabel,hidden_lang,spatial-uri,dct:spatial,skos:topConceptOf,skos:broader,skos:broader_Label,editorial_issue_URL,YSO-ID,wikidata-id,skos:editorialNote,H&S_notation,H&S-ID,MIMO-ID,dbpedia,SEKO-LCMPT-mapping,LCMPT-ID,rdfs:seeAlso,dct:isReplacedBy ,skos:related,skos:definition,skos:scopeNote,skos:changeNote,skos:historyNote,skos:modified,seko:statusNote,skos:noteSeko1,iconclass-uri
fmpo:01047,,,,,,tambourin à cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01047,,,,,,tambourin de Bearn,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01047,,,,,,tambourin de Gascogne,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01047,,,,,,toutouna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01047,,,,,,tuntun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01047,,,,,,,,chicoten,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01047,,,,,,,,salterio (tambourin de Bearn),,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01047,,,,,,,,tambourin a cordes,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01048,http://urn.fi/urn:nbn:fi:au:seko:01048,,tambūra,PUUTTUU,PUUTTUU,,,,,"http://www.yso.fi/onto/yso/p105841,http://www.yso.fi/onto/yso/p108043,http://www.yso.fi/onto/yso/p109231,http://www.yso.fi/onto/yso/p108091,http://www.yso.fi/onto/yso/p106277,http://www.yso.fi/onto/yso/p203585",Egypti|Sudan|Djibouti|Pohjois-Jemen|Etelä-Irak|Persianlahti,,fmpo:00625,lyyra,https://github.com/NatLibFi/SEKO/issues/133,,MISSING,"Tambūrā [tambūrī, tampūrī, tānpūrā] ",,,,,,,https://doi.org/10.1093/gmo/9781561592630.article.27446,,,,,issue created,,2026-07-04,KESKEN,"Islamilaisen alueen (Egypti, Sudan, Djibouti, Pohjois-Jemen, Etelä-Irak ja Persianlahden maat) maljalyyra.",
fmpo:01048,,,,,,tambura,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01049,http://urn.fi/urn:nbn:fi:au:seko:01049,,tamburica,PUUTTUU,PUUTTUU,,,,,"http://www.yso.fi/onto/yso/p107595,http://www.yso.fi/onto/yso/p210737",Kroatia|Vojvodina,,fmpo:00709,näppäilysoitin,https://github.com/NatLibFi/SEKO/issues/134,,MISSING,Tamburitza ,,,,,,,https://doi.org/10.1093/gmo/9781561592630.article.A2225664,,,,,"issue created - labels, mappings",,2026-07-04,KESKEN,Kroatian ja Vojvodinan alueilla käytettävä näppäiltävä luuttusoitin.,
fmpo:01050,http://urn.fi/urn:nbn:fi:au:seko:01050,,tamburiini,tamburin,tambourine,,,,,,,,fmpo:00627,lyömäsoitin,,http://www.yso.fi/onto/yso/p25894,http://www.wikidata.org/entity/Q193666,,,,,,,,,,,,,,,,TARKISTA,"Yleisnimi yksikalvoisille kehysrummuille, joita esiintyy useimmissa musiikkikulttuureissa. Tamburiineja käytetään joskus myös ilman jännitettyä kalvoa pelkkänä helistinsoittimena.",https://finto.fi/ic/fi/page/48C73411
fmpo:01050,,,,,,pandero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01050,,,,,,Schellentrommel,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01050,,,,,,tambourin,sv,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01050,,,,,,Tamburin,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01050,,,,,,tār,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01050,,,,,,,,tar,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01051,http://urn.fi/urn:nbn:fi:au:seko:01051,,tambutsa,PUUTTUU,PUUTTUU,,,,,http://www.yso.fi/onto/yso/p106039,Kypros,,fmpo:01050,tamburiini,https://github.com/NatLibFi/SEKO/issues/135,,MISSING,DELETE?    UNKNOWN,,,,,,,,,,,,issue createe - any information available / DEPRECATE?,,2026-07-04,KESKEN,Kyproslainen tamburiini.,
fmpo:01052,http://urn.fi/urn:nbn:fi:au:seko:01052,,tamdūrā,PUUTTUU,PUUTTUU,,,,,http://www.yso.fi/onto/yso/p235078,Pohjois-Intia,,fmpo:00709,näppäilysoitin,https://github.com/NatLibFi/SEKO/issues/136,,MISSING,DELETE?   UNKNOWN,,,,,,,,,,,,issue createe - any information available / DEPRECATE?,,2026-07-04,KESKEN,Pohjoisintialainen pitkäkaulainen luuttusoitin.,
fmpo:01052,,,,,,tamdura,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01053,http://urn.fi/urn:nbn:fi:au:seko:01053,,tammatta,PUUTTUU,PUUTTUU,,,,,http://www.yso.fi/onto/yso/p105196,Sri Lanka,,fmpo:00864,rumpu,https://github.com/NatLibFi/SEKO/issues/137,,MISSING,,,,,,,,https://collectionsdumusee.philharmoniedeparis.fr/doc/MUSEE/0158537/timbales-tammatta|https://www.marsdlanka.com/products/sri-lankan-traditional-drum-thammattama,,,,,issue createe - any information available / DEPRECATE?,,2026-07-04,KESKEN,Sri Lankassa käytetyt puiset patarummut.,
fmpo:01053,,,,,,thammattama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01054,http://urn.fi/urn:nbn:fi:au:seko:01054,,tamtam,tamtam,tamtam,,,,,,,,fmpo:00376,gongi,,,http://www.wikidata.org/entity/Q3216262,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015699,,,,,,,,,TARKISTA,"Asemansa osana sinfoniaorkesterin lyömäsoittimistoa vakiinnuttanut gongi, jota ei ole viritetty tietylle sävelkorkeudelle.",
fmpo:01054,,,,,,bullseye gong,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01054,,,,,,chau gong,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01054,,,,,,orkesterigongi,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01054,,,,,,tam-tam,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01054,,,,,,tantã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01054,,,,,,,,tanta,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01055,http://urn.fi/urn:nbn:fi:au:seko:01055,,tangenttipiano,tangentpiano,tangent piano,,,,,,,,"fmpo:00500, fmpo:00543",kielisoitin|kosketinsoitin,,,http://www.wikidata.org/entity/Q454862,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015711,,,,,,,,,TARKISTA,"1700-luvulla kehitetty kosketinsoitin, jossa ääni syntyy nahalla päällystettyjen puupuikkojen osuessa kieliin.",
fmpo:01055,,,,,,cembalo angelico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01055,,,,,,clavecin harmonieux et celeste,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01055,,,,,,Tangentenflügel,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01055,,,,,,Tangentenklavier,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01055,,,,,,tangenttiflyygeli,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01055,,,,,,,,Tangentenflugel,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01056,http://urn.fi/urn:nbn:fi:au:seko:01056,,tangjok,tangjok,dangjeok,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:00082,bambuhuilu,,,http://www.wikidata.org/entity/Q5216174,,,,,,,,,,,,,,,,TARKISTA,Korealainen bambuhuilu.,
fmpo:01056,,,,,,tang-jok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01056,,,,,,tangjŏk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01057,http://urn.fi/urn:nbn:fi:au:seko:01057,,tan-pi-ku,PUUTTUU,PUUTTUU,,,,,http://www.yso.fi/onto/yso/p104984,Kiina,,fmpo:00864,rumpu,https://github.com/NatLibFi/SEKO/issues/138,,MISSING,1.Tan-pi-ku – kettle drum; used to create the tempo of the performance Idiophone Chinese Theater }gongs; signify the beginning of the performance. Pictures of Peking Opera Performers.,,,,,,,,,,,,"issue created - find labels, mappings",,2026-07-04,KESKEN,Kiinalainen rumpu.,
fmpo:01057,,,,,,pan ku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01057,,,,,,pan-ku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01058,http://urn.fi/urn:nbn:fi:au:seko:01058,,tānpūrā,tanpura,tanpura,,,,,http://www.yso.fi/onto/yso/p105027,Intia,,fmpo:00709,näppäilysoitin,,,http://www.wikidata.org/entity/Q1164636,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015706,,,,,,,,,TARKISTA,Intialainen bordunasoittimena klassisessa musiikissa käytettävä pitkäkaulainen luuttusoitin.,
fmpo:01058,,,,,,tamboura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01058,,,,,,tambūrā,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01058,,,,,,tambūrī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01058,,,,,,tampura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01058,,,,,,tampūrī,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01058,,,,,,tanpura,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01058,,,,,,,,tambura,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01058,,,,,,,,tamburi,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01058,,,,,,,,tampuri,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01059,http://urn.fi/urn:nbn:fi:au:seko:01059,,tanso,tanso,danso,,,,,http://www.yso.fi/onto/yso/p109302,Korea,,fmpo:00082,bambuhuilu,,,http://www.wikidata.org/entity/Q846109,,,,,,,,,,,,,,,,TARKISTA,Korealainen bambuhuilu.,
fmpo:01060,http://urn.fi/urn:nbn:fi:au:seko:01060,,tanssija,dansare,dancer,,,,,,,,fmpo:01225,esittäjä,,http://www.yso.fi/onto/yso/p1812,http://www.wikidata.org/entity/Q5716684,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015202,,,,,,,,,TARKISTA,,
fmpo:01061,http://urn.fi/urn:nbn:fi:au:seko:01061,,tapan,tapan,tapan,,,,,http://www.yso.fi/onto/yso/p105026,Balkanin niemimaa,,fmpo:00864,rumpu,https://github.com/NatLibFi/SEKO/issues/155,,MISSING,"MERGE?  See also ""tupan"". In Wikidata ""tapan"" is the same as ""davul"" ",,,,,,,https://www.wikidata.org/wiki/Q1178361|https://doi.org/10.1093/gmo/9781561592630.article.L2215001,,,,,issue created - see also #38,,2026-07-05,KESKEN,Balkanin alueella käytettävä kaksikalvoinen rumpu.,
fmpo:01062,http://urn.fi/urn:nbn:fi:au:seko:01062,,taputus,handklapp,hand clapping,,,,,,,,fmpo:00483,kehorytmiikka,,,http://www.wikidata.org/entity/Q1322478,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015316,,,,,,,,,TARKISTA,Kämmeniä yhteen lyömällä tuotettu ääni.,
fmpo:01063,http://urn.fi/urn:nbn:fi:au:seko:01063,,tār,tār,tār,,,,,http://www.yso.fi/onto/yso/p105528,Arabian niemimaa,,fmpo:00484,kehärumpu,,,http://www.wikidata.org/entity/Q203861,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015714,,,,,,,,,TARKISTA,"Arabikulttuurin piirissä käytettävä tamburiini. Nimitystä käytetään myös Kaukasuksella ja Iranissa tunnetusta pitkäkaulaluutusta, mutta sille on sanastossa varattu termi t'ār.",
fmpo:01063,,,,,,tar,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01063,,,,,,tar (kehärumpu),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01063,,,,,,,,tar (keharumpu),,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01064,http://urn.fi/urn:nbn:fi:au:seko:01064,,tarawangsa,tarawangsa,tarawangsa,,,,,http://www.yso.fi/onto/yso/p105242,Indonesia,,fmpo:00446,jousisoitin,,,http://www.wikidata.org/entity/Q10970280,,,,,,,,,,,,,,,,TARKISTA,Indonesialainen jousisoitin.,
fmpo:01065,http://urn.fi/urn:nbn:fi:au:seko:01065,,tarka,tarka,tarka,,,,,http://www.yso.fi/onto/yso/p105005,Latinalainen Amerikka,,fmpo:01134,tulppakanavahuilu,,,http://www.wikidata.org/entity/Q1123270,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015716,,,,,,,,,TARKISTA,Latinalaisen Amerikan intiaanimusiikissa käytettävä päästäpuhallettava tulppakanavahuilu.,
fmpo:01065,,,,,,tarca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01065,,,,,,tharka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01065,,,,,,tharqa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01066,http://urn.fi/urn:nbn:fi:au:seko:01066,,tárogató,tárogató,tárogató,,,,,http://www.yso.fi/onto/yso/p105029,Unkari,,fmpo:00715,oboesoitin,,,http://www.wikidata.org/entity/Q736874,,,,,,skos:exactMatch,https://id.loc.gov/authorities/performanceMediums/mp2013015717,,,,,,,,,TARKISTA,"Unkarilainen oboetyyppinen puhallinsoitin, joka tunnetaan myös romanialaisessa musiikissa.",
fmpo:01066,,,,,,taragot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01066,,,,,,tarogato,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01067,http://urn.fi/urn:nbn:fi:au:seko:01067,,tasha 'ge,PUUTTUU,PUUTTUU,,,,,http://www.yso.fi/onto/yso/p105078,Yhdysvallat,,fmpo:00627,lyömäsoitin,https://github.com/NatLibFi/SEKO/issues/139,,MISSING,Tasha’ge (Omaha: ‘deer hoofs’) ,,,,,,,https://doi.org/10.1093/gmo/9781561592630.article.L2294883,,,,, issue created,,2026-07-04,KESKEN,Pohjois-Amerikan omaha-intiaanien kalistin.,
fmpo:01068,http://urn.fi/urn:nbn:fi:au:seko:01068,,taskuviulu,pochette,pocket violin,,,,,,,,fmpo:01193,viulu,,,http://www.wikidata.org/entity/Q1094813,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015568,,,,,,,,,TARKISTA,"Pienikokoinen jousisoitin, jollaisia valmistettiin 1500-luvulta lähtien.",
fmpo:01068,,,,,,dancing master's kit,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01068,,,,,,kit,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01068,,,,,,kit violin,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01068,,,,,,kytte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01068,,,,,,mazanki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01068,,,,,,sourdine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01068,,,,,,tanssimestarinviulu,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01068,,,,,,Tanzmeistergeige,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01068,,,,,,Taschengeige,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01068,,,,,,violino piccolo alla francese,it,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01069,http://urn.fi/urn:nbn:fi:au:seko:01069,,taure,taure,taure,,,,,http://www.yso.fi/onto/yso/p94259,Latvia,,fmpo:00801,puhallinsoitin,https://github.com/NatLibFi/SEKO/issues/140,,https://www.wikidata.org/wiki/Q1662735,"""MERGE?  Same source as \""torvi\""? In Latvian, a ""horn"" or ""trumpet"" made of wood or bark is called a \""taure\"",  ""2026-07-17 muutettu skos:broader vaskipuhallin > puhallinsoitin;  updated definition"", ""2026-07-17   Tasks: CHECK SPATIAL""",,,,,,,https://latviansonline.com/a-primer-on-latvian-folk-instruments/,,,"skos:note ""Latvialainen trumpetti- tai torvityyppi. Voi viitata materiaalista riippuen sekä vaski- että puupuhaltimiin. (AI-assisted description)""@fi ,  ""General Latvian term for horn or trumpet, encompassing both brass and bark/wooden variants. (AI-assisted description)""@en , ""Lettisk typ av naturtrumpet, kan avse instrument tillverkade av såväl metall som trä eller näver. (AI-assisted description)""@sv .",,"""2026-07-17 Changed hierarchy and definition [seko-issues:140]""",,2026-07-04,KESKEN,Latvialainen pitkä trumpettisoitin.,
fmpo:01070,http://urn.fi/urn:nbn:fi:au:seko:01070,,tautirut,tautirut,tautirut,,,,,"http://www.yso.fi/onto/yso/p105377,http://www.yso.fi/onto/yso/p105866",Kanada|Alaska,,"fmpo:00446, fmpo:00943",jousisoitin|sitra,,,http://www.wikidata.org/entity/Q2405825,,,,,,,,,,,,,,,,TARKISTA,Eskimoiden (inuitien) jousella soitettava laatikkositra.,
fmpo:01070,,,,,,tautiik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01070,,,,,,tautiik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01071,http://urn.fi/urn:nbn:fi:au:seko:01071,,tavil,tavil,tavil,,,,,http://www.yso.fi/onto/yso/p235077,Etelä-Intia,,fmpo:00864,rumpu,,,http://www.wikidata.org/entity/Q1355394,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015719,,,,,,,,,TARKISTA,Eteläintialainen tynnyrinmuotoinen rumpu.,
fmpo:01071,,,,,,thavil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01072,http://urn.fi/urn:nbn:fi:au:seko:01072,,tbal,tbal,t'bol,,,,,http://www.yso.fi/onto/yso/p109169,Mauritania,,fmpo:00864,rumpu,,,http://www.wikidata.org/entity/Q2382928,,,,,,,,,,,,,,,,TARKISTA,Mauritanialaisen griot-yhteisön perinteinen rumpu.,
fmpo:01073,http://urn.fi/urn:nbn:fi:au:seko:01073,,telharmonium,teleharmonium,telharmonium,,,,,,,,"fmpo:01021, fmpo:00543",sähkösoitin|kosketinsoitin,,,http://www.wikidata.org/entity/Q133506,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015721,,,,,,,,,TARKISTA,"1920-luvulla rakennettu monofoninen elektronisoitin, jota on käytetty mm. Arthur Honeggerin teoksessa Roses de Métal (1928).",
fmpo:01073,,,,,,dynamophone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,http://urn.fi/urn:nbn:fi:au:seko:01074,,temppeliblokki,tempelblock,temple block,,,,,http://www.yso.fi/onto/yso/p105024,Aasia,,fmpo:00813,puublokki,https://github.com/NatLibFi/SEKO/issues/141,,http://www.wikidata.org/entity/Q604538,"Muusa: changed the broader to ""puublokki""  The altLabel ""wooden fish"" -- see ""puukala""",,,http://www.mimo-db.eu/InstrumentsKeywords/2768,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015656,http://www.wikidata.org/entity/Q1474569,,,,,issue created,,2026-07-04,KESKEN,"Itämainen pyöreämuotoinen rakorumpu, ulkomuodoltaan usein kalaa muistuttava.",
fmpo:01074,,,,,,moktʼak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,mokugyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,muyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,Chinese wood block,en,,,,,,,,,,,"MOVED here from ""puublokki"" (Muusa)",,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,Tempelblöcke,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,temple blocks,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,temple-blocks,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,temppelipalkki,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,wooden fish,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,,,mokt'ak,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01074,,,,,,,,Tempelblocke,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01075,http://urn.fi/urn:nbn:fi:au:seko:01075,,tenori,tenor,tenor,,,,,,,,"fmpo:00668, fmpo:00539",mieslauluääni|korkea lauluääni,,,http://www.wikidata.org/entity/Q27914,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015725,,,,,,,,,TARKISTA,Miesäänen ääniala.,
fmpo:01075,,,,,,T (tenori),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01075,,,,,,tenor voice,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01075,,,,,,,,tenori (aanialat),,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01076,http://urn.fi/urn:nbn:fi:au:seko:01076,,tenoribanjo,tenorbanjo,tenor banjo,,,,,,,,fmpo:00096,banjo,,,http://www.wikidata.org/entity/Q2755228,,,,,,,,,,,,,,,,TARKISTA,"Lyhytkaulainen banjo, jossa on neljä kieltä.",
fmpo:01077,http://urn.fi/urn:nbn:fi:au:seko:01077,,tenorichalumeau,tenorchalumeau,tenor chalumeau,,,,,,,,fmpo:00198,chalumeau,,,http://www.wikidata.org/entity/Q116871539,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015125,,,,,,,,,TARKISTA,"Tenorikokoinen chalumeau, jonka ääniala on f–b' tai f–h'.",
fmpo:01078,http://urn.fi/urn:nbn:fi:au:seko:01078,,tenorigamba,tenorgamba,PUUTTUU,,,,,,,,fmpo:01185,viola da gamba,https://github.com/NatLibFi/SEKO/issues/142,,MISSING,"SPLIT?   ""Tenor Viola"" is separate from ""basse de viole""",,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015776,https://de.wikipedia.org/wiki/Viola_da_gamba#Die_Alt-_und_Tenorviola,,,,,issue created,,2026-07-04,KESKEN,Tenoriäänialainen viola da gamba.,
fmpo:01078,,,,,,bass viol,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01078,,,,,,basse de viole,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01078,,,,,,consort bass,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01079,http://urn.fi/urn:nbn:fi:au:seko:01079,,tenorikitara,tenorgitarr,tenor guitar,,,,,,,,fmpo:00504,kitara,,,http://www.wikidata.org/entity/Q963150,,,,,,,,,,,,,,,,TARKISTA,,
fmpo:01080,http://urn.fi/urn:nbn:fi:au:seko:01080,,tenorinokkahuilu,tenorblockflöjt,tenor recorder,,,,,,,,fmpo:00704,nokkahuilu,,,http://www.wikidata.org/entity/Q2037451,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015722,,,,,,,,,TARKISTA,Tenoriäänialainen nokkahuilu.,
fmpo:01081,http://urn.fi/urn:nbn:fi:au:seko:01081,,tenoripasuuna,tenortrombon,tenor trombone,,,,,,,,fmpo:00752,pasuuna,,,http://www.wikidata.org/entity/Q2290259,,,,,,,,,,,,,,,,TARKISTA,,
fmpo:01081,,,,,,tenor sackbut,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01081,,,,,,Tenorposaune,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01082,http://urn.fi/urn:nbn:fi:au:seko:01082,,tenorisaksofoni,tenorsaxofon,tenor saxophone,,,,,,,,fmpo:00879,saksofoni,,,http://www.wikidata.org/entity/Q1414932,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015723,,,,,,,,,TARKISTA,Tenoriäänialainen saksofoni.,
fmpo:01082,,,,,,ts (tenorisaksofoni),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,http://urn.fi/urn:nbn:fi:au:seko:01083,,tenorisinkki,tenorsinka,tenor cornett,,,,,,,,fmpo:00571,käyrä sinkki,,,http://www.wikidata.org/entity/Q7700564,,,,,,,,,,,,,,,,TARKISTA,"Noin 75–105 cm pitkä tenorikokoinen käyrä sinkki, jonka ääniala alkaa kvinttiä alempaa kuin alttosinkin.",
fmpo:01083,,,,,,cornet à bouquin tenor,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,,,,,,corno torto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,,,,,,cornone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,,,,,,groß Tenorcornet,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,,,,,,grosser Zink,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,,,,,,lizard (tenoroisinkki),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,,,,,,lysarden (tenorisinkki),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,,,,,,taille des cornets,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,,,,,,,,cornet a bouquin tenor,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01083,,,,,,,,gross Tenorcornet,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01084,http://urn.fi/urn:nbn:fi:au:seko:01084,,tenoritorvi,tenorhorn,tenor horn,,,,,,,,fmpo:00904,saxhorn,,,http://www.wikidata.org/entity/Q745478,,,,,,skos:closeMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015013,,,,,,,,,TARKISTA,"Sotilassoittokunnissa ja mm. vaskiseptetissä käytettävä sankatorvi, jonka ääniala on alttotorven ja baritonitorven välillä. Isossa-Britanniassa termiä tenor horn käytetään alttotorvesta.",
fmpo:01084,,,,,,Tenorhorn,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01085,http://urn.fi/urn:nbn:fi:au:seko:01085,,tenoriviulu,tenorviolin,tenor violin,,,,,,,,fmpo:00446,jousisoitin,,,http://www.wikidata.org/entity/Q7700567,,,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015724,,,,,,,,,TARKISTA,Viuluperheen alttoviulua suurempi jäsen.,
fmpo:01085,,,,,,taille (tenoriviulu),fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fmpo:01086,http://urn.fi/urn:nbn:fi:au:seko:01086,,teorbi,teorb,theorbo,,,,,,,,fmpo:00622,luuttu,https://github.com/NatLibFi/SEKO/issues/143,,http://www.wikidata.org/entity/Q840920,"""2026-08-09 added skos:related to chitarrone""@en",,,,,skos:exactMatch,http://id.loc.gov/authorities/performanceMediums/mp2013015729,http://www.wikidata.org/entity/Q2216381,,seko:x476,,"""En större variant av teorben kallades chitarrone. (Wikipedia)""@sv",issue created,,2026-07-04,KESKEN,"1500–1700-luvuilla varsinkin continuosoittimena käytetty bassoluuttu, jonka vartalo on arkkiluuttua suurempi.",https://finto.fi/ic/fi/page/48C7323
