LCSH-label,LCSH-URI,LCSH-broader-label,LCSH-broader-URI,spatial
Viola-de-cocho,http://id.loc.gov/authorities/subjects/sh96002740,Guitar,http://id.loc.gov/authorities/subjects/sh85057803,Brazil
Kamele ngoni,http://id.loc.gov/authorities/subjects/sh2001003367,Harp-lute,http://id.loc.gov/authorities/subjects/sh92005568,Mali
Kora (Musical instrument),http://id.loc.gov/authorities/subjects/sh85072948,Harp-lute,http://id.loc.gov/authorities/subjects/sh92005568,Africa
Pedal steel guitar,http://id.loc.gov/authorities/subjects/sh2022006351,Hawaiian guitar,http://id.loc.gov/authorities/subjects/sh85059367,
Aeolian harp,http://id.loc.gov/authorities/subjects/sh85001245,Harp,http://id.loc.gov/authorities/subjects/sh85058984,
Audeharp,http://id.loc.gov/authorities/subjects/sh2005002206,Harp,http://id.loc.gov/authorities/subjects/sh85058984,
Celtic harp,http://id.loc.gov/authorities/subjects/sh90005020,Harp,http://id.loc.gov/authorities/subjects/sh85058984,Ireland;Great Britain
Clavi-harp,http://id.loc.gov/authorities/subjects/sh85026841,Harp,http://id.loc.gov/authorities/subjects/sh85058984,
Kong hou,http://id.loc.gov/authorities/subjects/sh99001859,Harp,http://id.loc.gov/authorities/subjects/sh85058984,China
Saùng-gauk,http://id.loc.gov/authorities/subjects/sh96011285,Harp,http://id.loc.gov/authorities/subjects/sh85058984,Burma
Triple harp,http://id.loc.gov/authorities/subjects/sh2019103095,Harp,http://id.loc.gov/authorities/subjects/sh85058984,
Sound sculpture,http://id.loc.gov/authorities/subjects/sh85125400,Sound art,http://id.loc.gov/authorities/subjects/sh2020008042,
Sound art,http://id.loc.gov/authorities/subjects/sh2020008042,Music,http://id.loc.gov/authorities/subjects/sh85088762,
Archlute,http://id.loc.gov/authorities/subjects/sh85006930,Lute,http://id.loc.gov/authorities/subjects/sh85078975,
Balalaika,http://id.loc.gov/authorities/subjects/sh85011113,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Russia
Bandolín,http://id.loc.gov/authorities/subjects/sh2014000455,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Ecuador
Bandurria,http://id.loc.gov/authorities/subjects/sh85011503,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Spain;Latin America
Banjo,http://id.loc.gov/authorities/subjects/sh85011545,Lute,http://id.loc.gov/authorities/subjects/sh85078975,
Biwa,http://id.loc.gov/authorities/subjects/sh85014494,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Japan
Bouzouki,http://id.loc.gov/authorities/subjects/sh85016135,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Greece
Colascione,http://id.loc.gov/authorities/subjects/sh97000413,Lute,http://id.loc.gov/authorities/subjects/sh85078975,
Dömbra (Two-stringed lute),http://id.loc.gov/authorities/subjects/sh85039011,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Central Asia;Russia
Domra,http://id.loc.gov/authorities/subjects/sh2012002051,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Russia
Dutār,http://id.loc.gov/authorities/subjects/sh89005926,Lute,http://id.loc.gov/authorities/subjects/sh85078975,MIddle East;Central Asia
Gambus,http://id.loc.gov/authorities/subjects/sh2020005558,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Indonesia;Malaysia
Guinbri,http://id.loc.gov/authorities/subjects/sh98002820,Lute,http://id.loc.gov/authorities/subjects/sh85078975,North Africa
Guitarra portuguesa,http://id.loc.gov/authorities/subjects/sh96004056,Lute,http://id.loc.gov/authorities/subjects/sh85078975,
Harp-lute guitar,http://id.loc.gov/authorities/subjects/sh85059000,Lute,http://id.loc.gov/authorities/subjects/sh85078975,
Kacapi (Lute),http://id.loc.gov/authorities/subjects/sh97004228,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Indonesia
Kobza,http://id.loc.gov/authorities/subjects/sh85072764,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Ukraine
Komuz,http://id.loc.gov/authorities/subjects/sh99004207,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Centrl Asia
Kopuz,http://id.loc.gov/authorities/subjects/sh97004570,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Centrl Asia
Kudyapi,http://id.loc.gov/authorities/subjects/sh2018000774,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Philippines
Lavta,http://id.loc.gov/authorities/subjects/sh2013001063,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Greece;Turkey
Liu qin,http://id.loc.gov/authorities/subjects/sh93005851,Lute,http://id.loc.gov/authorities/subjects/sh85078975,China
Mandola,http://id.loc.gov/authorities/subjects/sh85080450,Lute,http://id.loc.gov/authorities/subjects/sh85078975,
Orpharion,http://id.loc.gov/authorities/subjects/sh92004632,Lute,http://id.loc.gov/authorities/subjects/sh85078975,
Oud,http://id.loc.gov/authorities/subjects/sh85096113,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Middle East;Arab countries
Phin (Lute),http://id.loc.gov/authorities/subjects/sh2017004437,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Laos;Thailand
Pi pa,http://id.loc.gov/authorities/subjects/sh85101713,Lute,http://id.loc.gov/authorities/subjects/sh85078975,China;Korea
Ruan,http://id.loc.gov/authorities/subjects/sh97000225,Lute,http://id.loc.gov/authorities/subjects/sh85078975,China
San xian,http://id.loc.gov/authorities/subjects/sh85117107,Lute,http://id.loc.gov/authorities/subjects/sh85078975,China
Sanshin,http://id.loc.gov/authorities/subjects/sh93004365,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Japan
Sapeh,http://id.loc.gov/authorities/subjects/sh2001009290,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Borneo
Sarod,http://id.loc.gov/authorities/subjects/sh85117575,Lute,http://id.loc.gov/authorities/subjects/sh85078975,India
Saz,http://id.loc.gov/authorities/subjects/sh85117885,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Central Asia;Balkan Peninsula;Turkey
Setār (Iranian musical instrument),http://id.loc.gov/authorities/subjects/sh96005270,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Central Asia;Iran
Shamisen,http://id.loc.gov/authorities/subjects/sh85121095,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Japan
Sharki,http://id.loc.gov/authorities/subjects/sh2023000220,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Balkan Peninsula
Shudraga,http://id.loc.gov/authorities/subjects/sh97006479,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Mongolia
Simsimīyya,http://id.loc.gov/authorities/subjects/sh2004002321,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Arab countries
Sitar,http://id.loc.gov/authorities/subjects/sh85123019,Lute,http://id.loc.gov/authorities/subjects/sh85078975,South Asia
Tambūrā (Drone lute),http://id.loc.gov/authorities/subjects/sh2009003286,Lute,http://id.loc.gov/authorities/subjects/sh85078975,South Asia
Tambura (Fretted lute),http://id.loc.gov/authorities/subjects/sh2009001802,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Balkan Peninsula
Ṭanbūr,http://id.loc.gov/authorities/subjects/sh98004149,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Central Asia;Middle East
Tar (Lute),http://id.loc.gov/authorities/subjects/sh85132443,Lute,http://id.loc.gov/authorities/subjects/sh85078975,Central Asia;Iran
Theorbo,http://id.loc.gov/authorities/subjects/sh85134711,Lute,http://id.loc.gov/authorities/subjects/sh85078975,
Vihuela,http://id.loc.gov/authorities/subjects/sh85143331,Lute,http://id.loc.gov/authorities/subjects/sh85078975,
Yue qin,http://id.loc.gov/authorities/subjects/sh85149436,Lute,http://id.loc.gov/authorities/subjects/sh85078975,China
Bağlama,http://id.loc.gov/authorities/subjects/sh85010967,Saz,http://id.loc.gov/authorities/subjects/sh85117885,Turkey
Surbahar,http://id.loc.gov/authorities/subjects/sh88006711,Sitar,http://id.loc.gov/authorities/subjects/sh85123019,India
Apollo-lyre,http://id.loc.gov/authorities/subjects/sh2007002140,Lyre,http://id.loc.gov/authorities/subjects/sh85079175,
Begena,http://id.loc.gov/authorities/subjects/sh2004005568,Lyre,http://id.loc.gov/authorities/subjects/sh85079175,Ethiopia
Cithara,http://id.loc.gov/authorities/subjects/sh85026120,Lyre,http://id.loc.gov/authorities/subjects/sh85079175,
Jouhikko,http://id.loc.gov/authorities/subjects/sh93005609,Lyre,http://id.loc.gov/authorities/subjects/sh85079175,Finland
Surrogate kithara,http://id.loc.gov/authorities/subjects/sh2016001694,Lyre,http://id.loc.gov/authorities/subjects/sh85079175,
Cavaquinho,http://id.loc.gov/authorities/subjects/sh99003516,Mandolin,http://id.loc.gov/authorities/subjects/sh85080452,Portugal;Brazil
Mandoloncello,http://id.loc.gov/authorities/subjects/sh2001002509,Mandolin,http://id.loc.gov/authorities/subjects/sh85080452,
Phin (Lute),http://id.loc.gov/authorities/subjects/sh2017004437,Phin (Plucked instruments),http://id.loc.gov/authorities/subjects/sh2017004731,Laos;Thailand
Phin pia,http://id.loc.gov/authorities/subjects/sh00000585,Phin (Plucked instruments),http://id.loc.gov/authorities/subjects/sh2017004731,Thailand
Seung,http://id.loc.gov/authorities/subjects/sh93005477,Phin (Plucked instruments),http://id.loc.gov/authorities/subjects/sh2017004731,Thailand
Bandura,http://id.loc.gov/authorities/subjects/sh85011502,Psaltery,http://id.loc.gov/authorities/subjects/sh87001755,Ukraine
Gusli,http://id.loc.gov/authorities/subjects/sh85057988,Psaltery,http://id.loc.gov/authorities/subjects/sh87001755,Slavic countries
Gottuvadyam,http://id.loc.gov/authorities/subjects/sh94001299,Vina,http://id.loc.gov/authorities/subjects/sh85143383,India
Vicitra vina,http://id.loc.gov/authorities/subjects/sh2009007023,Vina,http://id.loc.gov/authorities/subjects/sh85143383,India
Appalachian dulcimer,http://id.loc.gov/authorities/subjects/sh85006067,Zither,http://id.loc.gov/authorities/subjects/sh85149919,United States of America
Autoharp,http://id.loc.gov/authorities/subjects/sh85010074,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Bulbultarang,http://id.loc.gov/authorities/subjects/sh96004231,Zither,http://id.loc.gov/authorities/subjects/sh85149919,India
Citaharp,http://id.loc.gov/authorities/subjects/sh2007002136,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Đàn bâù,http://id.loc.gov/authorities/subjects/sh2003010663,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Vietnam
Đàn tranh,http://id.loc.gov/authorities/subjects/sh00006271,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Vietnam
Dolceola,http://id.loc.gov/authorities/subjects/sh2002004316,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Dulcimer,http://id.loc.gov/authorities/subjects/sh85039933,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Epinette des Vosges (Musical instrument),http://id.loc.gov/authorities/subjects/sh89003637,Zither,http://id.loc.gov/authorities/subjects/sh85149919,France
Harmonic canon (Musical instrument),http://id.loc.gov/authorities/subjects/sh99000859,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Harp zither,http://id.loc.gov/authorities/subjects/sh86004387,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Harpola (Musical instrument),http://id.loc.gov/authorities/subjects/sh2007002137,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Hyŏnʼgŭm,http://id.loc.gov/authorities/subjects/sh85063654,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Korea
Ideal harp,http://id.loc.gov/authorities/subjects/sh2007002139,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Kacapi (Zither),http://id.loc.gov/authorities/subjects/sh2001009292,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Indonesia
Kanklės,http://id.loc.gov/authorities/subjects/sh85071476,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Lithuania
Kannel,http://id.loc.gov/authorities/subjects/sh90004884,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Estonia
Kantele (Musical instrument),http://id.loc.gov/authorities/subjects/sh85071527,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Finland
Kayagŭm,http://id.loc.gov/authorities/subjects/sh85071798,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Korea
Kokle,http://id.loc.gov/authorities/subjects/sh85072811,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Latvia
Kŏmunʾgo,http://id.loc.gov/authorities/subjects/sh85072885,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Korea
Koto,http://id.loc.gov/authorities/subjects/sh85073194,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Japan
Langeleik,http://id.loc.gov/authorities/subjects/sh00002699,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Norway
Marovany (Box zither),http://id.loc.gov/authorities/subjects/sh96007104,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Madagascar
Meloharp,http://id.loc.gov/authorities/subjects/sh2007002144,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Meta-harp,http://id.loc.gov/authorities/subjects/sh2007002145,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Monochord,http://id.loc.gov/authorities/subjects/sh85086896,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
New century harp,http://id.loc.gov/authorities/subjects/sh2007002281,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Noordsche balk,http://id.loc.gov/authorities/subjects/sh85092384,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Benelux countries
Ongnyugŭm,http://id.loc.gov/authorities/subjects/sh93006278,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Korea
Psalmodikon,http://id.loc.gov/authorities/subjects/sh96004213,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Scandinavia
Qānūn (Musical instrument),http://id.loc.gov/authorities/subjects/sh90002634,Zither,http://id.loc.gov/authorities/subjects/sh85149919,MIddle East
Qin (Musical instrument),http://id.loc.gov/authorities/subjects/sh85023979,Zither,http://id.loc.gov/authorities/subjects/sh85149919,China
Siter,http://id.loc.gov/authorities/subjects/sh2006006781,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Indonesia
Stick zither,http://id.loc.gov/authorities/subjects/sh00000584,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Tube zither,http://id.loc.gov/authorities/subjects/sh93007672,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Yatga,http://id.loc.gov/authorities/subjects/sh2009010385,Zither,http://id.loc.gov/authorities/subjects/sh85149919,Mongolia
Zheng,http://id.loc.gov/authorities/subjects/sh85023052,Zither,http://id.loc.gov/authorities/subjects/sh85149919,China
Zitho-harp,http://id.loc.gov/authorities/subjects/sh2007002811,Zither,http://id.loc.gov/authorities/subjects/sh85149919,
Chang (Dulcimer),http://id.loc.gov/authorities/subjects/sh2017004931,Dulcimer,http://id.loc.gov/authorities/subjects/sh85039933,Uzbekistan
Cimbalom,http://id.loc.gov/authorities/subjects/sh85025985,Dulcimer,http://id.loc.gov/authorities/subjects/sh85039933,
Khim,http://id.loc.gov/authorities/subjects/sh2006005764,Dulcimer,http://id.loc.gov/authorities/subjects/sh85039933,Cambodia;Thailand
Santūr,http://id.loc.gov/authorities/subjects/sh85117416,Dulcimer,http://id.loc.gov/authorities/subjects/sh85039933,
Yang qin,http://id.loc.gov/authorities/subjects/sh85148984,Dulcimer,http://id.loc.gov/authorities/subjects/sh85039933,China
Yanggŭm,http://id.loc.gov/authorities/subjects/sh93006741,Dulcimer,http://id.loc.gov/authorities/subjects/sh85039933,Korea
Yoochin (Dulcimer),http://id.loc.gov/authorities/subjects/sh97006469,Dulcimer,http://id.loc.gov/authorities/subjects/sh85039933,Mongolia
Ichigenkin,http://id.loc.gov/authorities/subjects/sh85064040,Koto,http://id.loc.gov/authorities/subjects/sh85073194,Japan
Crychord,http://id.loc.gov/authorities/subjects/sh2016001692,Monochord,http://id.loc.gov/authorities/subjects/sh85086896,
Bumbass,http://id.loc.gov/authorities/subjects/sh94000996,Stick zither,http://id.loc.gov/authorities/subjects/sh00000584,
Phin pia,http://id.loc.gov/authorities/subjects/sh00000585,Stick zither,http://id.loc.gov/authorities/subjects/sh00000584,Thailand
Čhakhē,http://id.loc.gov/authorities/subjects/sh93005460,Tube zither,http://id.loc.gov/authorities/subjects/sh93007672,Thailand
Valiha,http://id.loc.gov/authorities/subjects/sh93007669,Tube zither,http://id.loc.gov/authorities/subjects/sh93007672,Madagascar
Imzad,http://id.loc.gov/authorities/subjects/sh2003002984,Rabāb,http://id.loc.gov/authorities/subjects/sh91004170,Africa
Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,Wind instruments,http://id.loc.gov/authorities/subjects/sh85146863,
Didjeridu,http://id.loc.gov/authorities/subjects/sh88001808,Wind instruments,http://id.loc.gov/authorities/subjects/sh85146863,Australia
Mirliton,http://id.loc.gov/authorities/subjects/sh85085953,Wind instruments,http://id.loc.gov/authorities/subjects/sh85146863,
Multiphonics,http://id.loc.gov/authorities/subjects/sh88006425,Wind instruments,http://id.loc.gov/authorities/subjects/sh85146863,
Oliphant,http://id.loc.gov/authorities/subjects/sh2004000318,Wind instruments,http://id.loc.gov/authorities/subjects/sh85146863,
Saxoflute,http://id.loc.gov/authorities/subjects/sh2009003745,Wind instruments,http://id.loc.gov/authorities/subjects/sh85146863,
Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,Wind instruments,http://id.loc.gov/authorities/subjects/sh85146863,
Alto horn,http://id.loc.gov/authorities/subjects/sh85003939,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Baritone (Musical instrument),http://id.loc.gov/authorities/subjects/sh85011845,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Bugle,http://id.loc.gov/authorities/subjects/sh85017678,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Cornet,http://id.loc.gov/authorities/subjects/sh85032812,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Cornett,http://id.loc.gov/authorities/subjects/sh85032838,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Euphonium,http://id.loc.gov/authorities/subjects/sh85045591,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Flügelhorn,http://id.loc.gov/authorities/subjects/sh85049361,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Helicon,http://id.loc.gov/authorities/subjects/sh92005343,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Horn (Musical instrument),http://id.loc.gov/authorities/subjects/sh85061988,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Instrumentation and orchestration (Brass band),http://id.loc.gov/authorities/subjects/sh85066784,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Pelittone,http://id.loc.gov/authorities/subjects/sh2005008065,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Post horn,http://id.loc.gov/authorities/subjects/sh86000533,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Saxhorn,http://id.loc.gov/authorities/subjects/sh85117806,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Serpent (Musical instrument),http://id.loc.gov/authorities/subjects/sh85120303,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Trombone,http://id.loc.gov/authorities/subjects/sh85137992,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Trumpet,http://id.loc.gov/authorities/subjects/sh85138176,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Tuba,http://id.loc.gov/authorities/subjects/sh85138369,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Wagner tuba,http://id.loc.gov/authorities/subjects/sh2013002517,Brass instruments,http://id.loc.gov/authorities/subjects/sh85016448,
Keyed bugle,http://id.loc.gov/authorities/subjects/sh2001005609,Bugle,http://id.loc.gov/authorities/subjects/sh85017678,
Kob (Musical instrument),http://id.loc.gov/authorities/subjects/sh2005006558,Horn (Musical instrument),http://id.loc.gov/authorities/subjects/sh85061988,India
Russian horn,http://id.loc.gov/authorities/subjects/sh85115969,Horn (Musical instrument),http://id.loc.gov/authorities/subjects/sh85061988,Russia
Shofar,http://id.loc.gov/authorities/subjects/sh85121774,Horn (Musical instrument),http://id.loc.gov/authorities/subjects/sh85061988,
Ophicleide,http://id.loc.gov/authorities/subjects/sh85095040,Serpent (Musical instrument),http://id.loc.gov/authorities/subjects/sh85120303,
Alto trombone,http://id.loc.gov/authorities/subjects/sh98000141,Trombone,http://id.loc.gov/authorities/subjects/sh85137992,
Bass trombone,http://id.loc.gov/authorities/subjects/sh85012164,Trombone,http://id.loc.gov/authorities/subjects/sh85137992,
Sackbut,http://id.loc.gov/authorities/subjects/sh85116235,Trombone,http://id.loc.gov/authorities/subjects/sh85137992,
Alphorn,http://id.loc.gov/authorities/subjects/sh85003803,Trumpet,http://id.loc.gov/authorities/subjects/sh85138176,
Keyed trumpet,http://id.loc.gov/authorities/subjects/sh2001005614,Trumpet,http://id.loc.gov/authorities/subjects/sh85138176,
Ligawka,http://id.loc.gov/authorities/subjects/sh2006000480,Trumpet,http://id.loc.gov/authorities/subjects/sh85138176,Poland
Lur,http://id.loc.gov/authorities/subjects/sh85078943,Trumpet,http://id.loc.gov/authorities/subjects/sh85138176,
Mutantrumpet,http://id.loc.gov/authorities/subjects/sh92002564,Trumpet,http://id.loc.gov/authorities/subjects/sh85138176,
Siwa (Musical instrument),http://id.loc.gov/authorities/subjects/sh85123059,Trumpet,http://id.loc.gov/authorities/subjects/sh85138176,Kenya
Túru (Side-blown trumpet),http://id.loc.gov/authorities/subjects/sh2005006575,Trumpet,http://id.loc.gov/authorities/subjects/sh85138176,Liberia
Sousaphone,http://id.loc.gov/authorities/subjects/sh92005379,Tuba,http://id.loc.gov/authorities/subjects/sh85138369,
Kazoo,http://id.loc.gov/authorities/subjects/sh85071829,Mirliton,http://id.loc.gov/authorities/subjects/sh85085953,
Alboka,http://id.loc.gov/authorities/subjects/sh85003235,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,Spain
Aulos,http://id.loc.gov/authorities/subjects/sh85009532,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,Greece
Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Basset horn,http://id.loc.gov/authorities/subjects/sh85012181,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Bassoon,http://id.loc.gov/authorities/subjects/sh85012193,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Crumhorn,http://id.loc.gov/authorities/subjects/sh85034371,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
English horn,http://id.loc.gov/authorities/subjects/sh85043380,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Flute,http://id.loc.gov/authorities/subjects/sh85049452,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Gralla,http://id.loc.gov/authorities/subjects/sh91002811,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,Spain
Khlui,http://id.loc.gov/authorities/subjects/sh93005462,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,Thailand
Oboe,http://id.loc.gov/authorities/subjects/sh85093674,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Oboe d'amore,http://id.loc.gov/authorities/subjects/sh96005261,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Pī (Musical instrument),http://id.loc.gov/authorities/subjects/sh93005470,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,Cambodia;Laos;Thailand
Practice chanter,http://id.loc.gov/authorities/subjects/sh2007000818,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Racket (Musical instrument),http://id.loc.gov/authorities/subjects/sh86002470,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Sáo (Musical instrument),http://id.loc.gov/authorities/subjects/sh2008009380,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,Vietnam
Sarrusophone,http://id.loc.gov/authorities/subjects/sh85117587,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Saxophone,http://id.loc.gov/authorities/subjects/sh85117829,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Shawm,http://id.loc.gov/authorities/subjects/sh85121175,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Tárogató,http://id.loc.gov/authorities/subjects/sh85132681,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966, 
Tibia (Musical instrument),http://id.loc.gov/authorities/subjects/sh85135235,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,Ancient Rome
Whistles,http://id.loc.gov/authorities/subjects/sh95005338,Woodwind instruments,http://id.loc.gov/authorities/subjects/sh85147966,
Border pipes,http://id.loc.gov/authorities/subjects/sh2006002878,Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,
Chiboni,http://id.loc.gov/authorities/subjects/sh97003231,Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,Georgia
Dudy,http://id.loc.gov/authorities/subjects/sh85039887,Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,Eastern Europe;Russia
Gaita,http://id.loc.gov/authorities/subjects/sh85052742,Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,Spain
Mišnice,http://id.loc.gov/authorities/subjects/sh92005166,Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,Balkan peninsula
Northumbrian small pipe,http://id.loc.gov/authorities/subjects/sh91005838,Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,England
Sordellina,http://id.loc.gov/authorities/subjects/sh99003531,Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,Italy
Uilleann pipe,http://id.loc.gov/authorities/subjects/sh87006045,Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,Ireland
Veuze,http://id.loc.gov/authorities/subjects/sh94005470,Bagpipe,http://id.loc.gov/authorities/subjects/sh85010971,France
Contrabassoon,http://id.loc.gov/authorities/subjects/sh85031582,Bassoon,http://id.loc.gov/authorities/subjects/sh85012193,
Dulcian,http://id.loc.gov/authorities/subjects/sh86002469,Bassoon,http://id.loc.gov/authorities/subjects/sh85012193,
Tenoroon,http://id.loc.gov/authorities/subjects/sh2015000773,Bassoon,http://id.loc.gov/authorities/subjects/sh85012193,
Alto clarinet,http://id.loc.gov/authorities/subjects/sh2001002567,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,
Bass clarinet,http://id.loc.gov/authorities/subjects/sh85012150,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,
Basset clarinet,http://id.loc.gov/authorities/subjects/sh87005786,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,
Basset horn,http://id.loc.gov/authorities/subjects/sh85012181,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,
Birbynė,http://id.loc.gov/authorities/subjects/sh94002488,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,Lithuania
Chalumeau,http://id.loc.gov/authorities/subjects/sh85022399,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,
Clarinette d'amour,http://id.loc.gov/authorities/subjects/sh87001391,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,
Contrabass clarinet,http://id.loc.gov/authorities/subjects/sh91006365,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,
Launeddas,http://id.loc.gov/authorities/subjects/sh99000730,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,Italy
Roopill,http://id.loc.gov/authorities/subjects/sh95008257,Clarinet,http://id.loc.gov/authorities/subjects/sh85026570,Estonia
