LCSH-label,LCSH-label-type,LCSH-URI
Di zi,prefLabel,http://id.loc.gov/authorities/subjects/sh85135203
Di (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85135203
Dizi,altLabel,http://id.loc.gov/authorities/subjects/sh85135203
Ti-tse,altLabel,http://id.loc.gov/authorities/subjects/sh85135203
Ti tzu,altLabel,http://id.loc.gov/authorities/subjects/sh85135203
Dvorgrle,prefLabel,http://id.loc.gov/authorities/subjects/sh92005341
Dvogrla,altLabel,http://id.loc.gov/authorities/subjects/sh92005341
Dvogrle,altLabel,http://id.loc.gov/authorities/subjects/sh92005341
Dvorgrla,altLabel,http://id.loc.gov/authorities/subjects/sh92005341
Fife,prefLabel,http://id.loc.gov/authorities/subjects/sh85048136
Flageolet,prefLabel,http://id.loc.gov/authorities/subjects/sh85048959
Flaviol,prefLabel,http://id.loc.gov/authorities/subjects/sh92001035
Fabiol,altLabel,http://id.loc.gov/authorities/subjects/sh92001035
Flabiol,altLabel,http://id.loc.gov/authorities/subjects/sh92001035
Fluviol,altLabel,http://id.loc.gov/authorities/subjects/sh92001035
Flûte d'amour,prefLabel,http://id.loc.gov/authorities/subjects/sh2017004502
Liebesflöte,altLabel,http://id.loc.gov/authorities/subjects/sh2017004502
Gaita (Flute),prefLabel,http://id.loc.gov/authorities/subjects/sh96010794
Flauta pastoril,altLabel,http://id.loc.gov/authorities/subjects/sh96010794
Galoubet,prefLabel,http://id.loc.gov/authorities/subjects/sh85052874
Jombarde,altLabel,http://id.loc.gov/authorities/subjects/sh85052874
Txistu,altLabel,http://id.loc.gov/authorities/subjects/sh85052874
Huang zhong (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85062736
Huang chung (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85062736
Iwabue,prefLabel,http://id.loc.gov/authorities/subjects/sh2006008246
Ishibue,altLabel,http://id.loc.gov/authorities/subjects/sh2006008246
Stone flute,altLabel,http://id.loc.gov/authorities/subjects/sh2006008246
Stone whistle,altLabel,http://id.loc.gov/authorities/subjects/sh2006008246
Kagurabue,prefLabel,http://id.loc.gov/authorities/subjects/sh91003236
Yamatobue,altLabel,http://id.loc.gov/authorities/subjects/sh91003236
Kaval,prefLabel,http://id.loc.gov/authorities/subjects/sh95004236
Caval,altLabel,http://id.loc.gov/authorities/subjects/sh95004236
Kavali,altLabel,http://id.loc.gov/authorities/subjects/sh95004236
Kavall,altLabel,http://id.loc.gov/authorities/subjects/sh95004236
Qawūl,altLabel,http://id.loc.gov/authorities/subjects/sh95004236
Kōauau,prefLabel,http://id.loc.gov/authorities/subjects/sh2003009090
Kooauau,altLabel,http://id.loc.gov/authorities/subjects/sh2003009090
Kurai,prefLabel,http://id.loc.gov/authorities/subjects/sh2011002537
Kuray,altLabel,http://id.loc.gov/authorities/subjects/sh2011002537
Qurai,altLabel,http://id.loc.gov/authorities/subjects/sh2011002537
Limbe (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2011005478
Gliṅ-bu (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2011005478
Gling-bu (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2011005478
Lingbu (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2011005478
Native American flute,prefLabel,http://id.loc.gov/authorities/subjects/sh95006538
American Indian flute,altLabel,http://id.loc.gov/authorities/subjects/sh95006538
Courting flute,altLabel,http://id.loc.gov/authorities/subjects/sh95006538
Love flute,altLabel,http://id.loc.gov/authorities/subjects/sh95006538
Nāy,prefLabel,http://id.loc.gov/authorities/subjects/sh85090455
Ney,altLabel,http://id.loc.gov/authorities/subjects/sh85090455
Quṣaba,altLabel,http://id.loc.gov/authorities/subjects/sh85090455
Naj,altLabel,http://id.loc.gov/authorities/subjects/sh85090455
Nōkan,prefLabel,http://id.loc.gov/authorities/subjects/sh2006008190
Nō-flute,altLabel,http://id.loc.gov/authorities/subjects/sh2006008190
Nō-kan,altLabel,http://id.loc.gov/authorities/subjects/sh2006008190
Nohkan,altLabel,http://id.loc.gov/authorities/subjects/sh2006008190
Ocarina,prefLabel,http://id.loc.gov/authorities/subjects/sh85093790
Panpipes,prefLabel,http://id.loc.gov/authorities/subjects/sh85097479
Antara,altLabel,http://id.loc.gov/authorities/subjects/sh85097479
Nai,altLabel,http://id.loc.gov/authorities/subjects/sh85097479
Pan flute,altLabel,http://id.loc.gov/authorities/subjects/sh85097479
Pan pipes,altLabel,http://id.loc.gov/authorities/subjects/sh85097479
Pandean pipes,altLabel,http://id.loc.gov/authorities/subjects/sh85097479
Panflute,altLabel,http://id.loc.gov/authorities/subjects/sh85097479
Pan's pipes,altLabel,http://id.loc.gov/authorities/subjects/sh85097479
Syrinx (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85097479
Penny whistle,prefLabel,http://id.loc.gov/authorities/subjects/sh85099560
Feadóg stáin,altLabel,http://id.loc.gov/authorities/subjects/sh85099560
Pennywhistle,altLabel,http://id.loc.gov/authorities/subjects/sh85099560
Tin whistle,altLabel,http://id.loc.gov/authorities/subjects/sh85099560
Whistle (Penny whistle),altLabel,http://id.loc.gov/authorities/subjects/sh85099560
Piccolo,prefLabel,http://id.loc.gov/authorities/subjects/sh85101940
Pinkullu,prefLabel,http://id.loc.gov/authorities/subjects/sh2006008055
Pincollo,altLabel,http://id.loc.gov/authorities/subjects/sh2006008055
Pincullo,altLabel,http://id.loc.gov/authorities/subjects/sh2006008055
Pincuyllu,altLabel,http://id.loc.gov/authorities/subjects/sh2006008055
Pingullo,altLabel,http://id.loc.gov/authorities/subjects/sh2006008055
Pinkayllu,altLabel,http://id.loc.gov/authorities/subjects/sh2006008055
Pinkillu,altLabel,http://id.loc.gov/authorities/subjects/sh2006008055
Pinquillo,altLabel,http://id.loc.gov/authorities/subjects/sh2006008055
Pipe (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85102357
Bamboo pipe,altLabel,http://id.loc.gov/authorities/subjects/sh85102357
Chalumeau (Pipe),altLabel,http://id.loc.gov/authorities/subjects/sh85102357
Pastoral oboe,altLabel,http://id.loc.gov/authorities/subjects/sh85102357
"Pipe, Shepherd's",altLabel,http://id.loc.gov/authorities/subjects/sh85102357
Pipes (Musical instruments),altLabel,http://id.loc.gov/authorities/subjects/sh85102357
Shepherd's pipe,altLabel,http://id.loc.gov/authorities/subjects/sh85102357
Symphonet,altLabel,http://id.loc.gov/authorities/subjects/sh85102357
Tabor pipe,altLabel,http://id.loc.gov/authorities/subjects/sh85102357
Quena,prefLabel,http://id.loc.gov/authorities/subjects/sh90000517
Cuena,altLabel,http://id.loc.gov/authorities/subjects/sh90000517
Kena,altLabel,http://id.loc.gov/authorities/subjects/sh90000517
Kena-kena,altLabel,http://id.loc.gov/authorities/subjects/sh90000517
Quena-quena,altLabel,http://id.loc.gov/authorities/subjects/sh90000517
Recorder (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85111889
Alto recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Bass recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Basset recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Beak flute,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Common flute,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Contrabass recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Descant recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Great bass recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Song flute,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Sopranino recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Soprano recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Subcontrabass recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Tenor recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Treble recorder,altLabel,http://id.loc.gov/authorities/subjects/sh85111889
Ryūteki,prefLabel,http://id.loc.gov/authorities/subjects/sh85116144
Saluang,prefLabel,http://id.loc.gov/authorities/subjects/sh2007001240
Shakuhachi,prefLabel,http://id.loc.gov/authorities/subjects/sh85121066
Shinobue,prefLabel,http://id.loc.gov/authorities/subjects/sh86001268
Shino,altLabel,http://id.loc.gov/authorities/subjects/sh86001268
Takebue,altLabel,http://id.loc.gov/authorities/subjects/sh86001268
Suifūkin,prefLabel,http://id.loc.gov/authorities/subjects/sh98002383
Suling (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh89003771
Šupeljka,prefLabel,http://id.loc.gov/authorities/subjects/sh2004002323
Dudka,altLabel,http://id.loc.gov/authorities/subjects/sh2004002323
Sopel',altLabel,http://id.loc.gov/authorities/subjects/sh2004002323
Sopilka,altLabel,http://id.loc.gov/authorities/subjects/sh2004002323
Šupelka,prefLabel,http://id.loc.gov/authorities/subjects/sh2015001017
Svirala,prefLabel,http://id.loc.gov/authorities/subjects/sh92005168
Duduk (Duct flute),altLabel,http://id.loc.gov/authorities/subjects/sh92005168
Frula,altLabel,http://id.loc.gov/authorities/subjects/sh92005168
Jedina,altLabel,http://id.loc.gov/authorities/subjects/sh92005168
Jedinka,altLabel,http://id.loc.gov/authorities/subjects/sh92005168
Jednojka,altLabel,http://id.loc.gov/authorities/subjects/sh92005168
Sviraja,altLabel,http://id.loc.gov/authorities/subjects/sh92005168
Svirale,altLabel,http://id.loc.gov/authorities/subjects/sh92005168
Žvegljica,altLabel,http://id.loc.gov/authorities/subjects/sh92005168
Sybyzghy,prefLabel,http://id.loc.gov/authorities/subjects/sh2018000016
Sybysghy,altLabel,http://id.loc.gov/authorities/subjects/sh2018000016
Sybysgy,altLabel,http://id.loc.gov/authorities/subjects/sh2018000016
Sybyzgy,altLabel,http://id.loc.gov/authorities/subjects/sh2018000016
Sybyzyk,altLabel,http://id.loc.gov/authorities/subjects/sh2018000016
Taegŭm,prefLabel,http://id.loc.gov/authorities/subjects/sh85131882
Chŏ (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85131882
Chŏttae,altLabel,http://id.loc.gov/authorities/subjects/sh85131882
Tanso,prefLabel,http://id.loc.gov/authorities/subjects/sh85132343
Tarka,prefLabel,http://id.loc.gov/authorities/subjects/sh2001003478
Anata,altLabel,http://id.loc.gov/authorities/subjects/sh2001003478
Tar pinkayllu,altLabel,http://id.loc.gov/authorities/subjects/sh2001003478
Tarca,altLabel,http://id.loc.gov/authorities/subjects/sh2001003478
Tharka,altLabel,http://id.loc.gov/authorities/subjects/sh2001003478
Tsuur,prefLabel,http://id.loc.gov/authorities/subjects/sh2025000287
Choor,altLabel,http://id.loc.gov/authorities/subjects/sh2025000287
Chuur,altLabel,http://id.loc.gov/authorities/subjects/sh2025000287
Cuur,altLabel,http://id.loc.gov/authorities/subjects/sh2025000287
Cuġur,altLabel,http://id.loc.gov/authorities/subjects/sh2025000287
Shoor,altLabel,http://id.loc.gov/authorities/subjects/sh2025000287
Shuur,altLabel,http://id.loc.gov/authorities/subjects/sh2025000287
Veṇu,prefLabel,http://id.loc.gov/authorities/subjects/sh2014001148
Kūḷalu,altLabel,http://id.loc.gov/authorities/subjects/sh2014001148
Pillana grōvi,altLabel,http://id.loc.gov/authorities/subjects/sh2014001148
Pullāṅkulal,altLabel,http://id.loc.gov/authorities/subjects/sh2014001148
Pullankuzhal,altLabel,http://id.loc.gov/authorities/subjects/sh2014001148
Vēṇuvu,altLabel,http://id.loc.gov/authorities/subjects/sh2014001148
Washint,prefLabel,http://id.loc.gov/authorities/subjects/sh2005005099
Xiao,prefLabel,http://id.loc.gov/authorities/subjects/sh85062703
Hsiao,altLabel,http://id.loc.gov/authorities/subjects/sh85062703
Xun (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85062712
Hsüan (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85062712
Xuan (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85062712
Melody flute,prefLabel,http://id.loc.gov/authorities/subjects/sh85083438
Sĭyotanka (Musical instrument),prefLabel,https://id.loc.gov/authorities/subjects/sh89007095
Siku,prefLabel,http://id.loc.gov/authorities/subjects/sh91002821
Sico,altLabel,http://id.loc.gov/authorities/subjects/sh91002821
Sicu,altLabel,http://id.loc.gov/authorities/subjects/sh91002821
Zampoña,altLabel,http://id.loc.gov/authorities/subjects/sh91002821
Melody flute,prefLabel,http://id.loc.gov/authorities/subjects/sh85083438
Csakan,prefLabel,http://id.loc.gov/authorities/subjects/sh85035261
Csákány,altLabel,http://id.loc.gov/authorities/subjects/sh85035261
Czakan,altLabel,http://id.loc.gov/authorities/subjects/sh85035261
Orkon,prefLabel,http://id.loc.gov/authorities/subjects/sh2005008074
Chromette,altLabel,http://id.loc.gov/authorities/subjects/sh2005008074
Tonette,prefLabel,http://id.loc.gov/authorities/subjects/sh85135975
Tussefløyte,prefLabel,http://id.loc.gov/authorities/subjects/sh89005557
Tusse fløyte,altLabel,http://id.loc.gov/authorities/subjects/sh89005557
Bālabān,prefLabel,http://id.loc.gov/authorities/subjects/sh00000676
Balaman,altLabel,http://id.loc.gov/authorities/subjects/sh00000676
Chirimía (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2007004986
Xirimía (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2007004986
Duduk (Oboe),prefLabel,http://id.loc.gov/authorities/subjects/sh95002646
Duduki,altLabel,http://id.loc.gov/authorities/subjects/sh95002646
Nay (Oboe),altLabel,http://id.loc.gov/authorities/subjects/sh95002646
Dulzaina,prefLabel,http://id.loc.gov/authorities/subjects/sh85039940
Bolingozo,altLabel,http://id.loc.gov/authorities/subjects/sh85039940
Dolçaina,altLabel,http://id.loc.gov/authorities/subjects/sh85039940
Dolzaina,altLabel,http://id.loc.gov/authorities/subjects/sh85039940
Dultzaina,altLabel,http://id.loc.gov/authorities/subjects/sh85039940
Guan,prefLabel,http://id.loc.gov/authorities/subjects/sh94000470
Bili,altLabel,http://id.loc.gov/authorities/subjects/sh94000470
Guan zi,altLabel,http://id.loc.gov/authorities/subjects/sh94000470
Guanzi,altLabel,http://id.loc.gov/authorities/subjects/sh94000470
Kuan,altLabel,http://id.loc.gov/authorities/subjects/sh94000470
Kuan tzu,altLabel,http://id.loc.gov/authorities/subjects/sh94000470
Heckelphone,prefLabel,http://id.loc.gov/authorities/subjects/sh85059898
Hichiriki,prefLabel,http://id.loc.gov/authorities/subjects/sh85060609
Koḷ (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2005006564
Koul,altLabel,http://id.loc.gov/authorities/subjects/sh2005006564
Mey,prefLabel,http://id.loc.gov/authorities/subjects/sh99013474
Nay (Oboe),altLabel,http://id.loc.gov/authorities/subjects/sh99013474
Mukhavīṇā,prefLabel,http://id.loc.gov/authorities/subjects/sh2003003390
Mukha veena,altLabel,http://id.loc.gov/authorities/subjects/sh2003003390
Musette (Oboe),prefLabel,http://id.loc.gov/authorities/subjects/sh2003002087
Musette pipe,altLabel,http://id.loc.gov/authorities/subjects/sh2003002087
Nāgasvaram,prefLabel,http://id.loc.gov/authorities/subjects/sh90003345
Nadasvaram,altLabel,http://id.loc.gov/authorities/subjects/sh90003345
Nadaswaram,altLabel,http://id.loc.gov/authorities/subjects/sh90003345
Nāgasuram,altLabel,http://id.loc.gov/authorities/subjects/sh90003345
Nâgaswaram,altLabel,http://id.loc.gov/authorities/subjects/sh90003345
Nākasvaram,altLabel,http://id.loc.gov/authorities/subjects/sh90003345
Nāyanam,altLabel,http://id.loc.gov/authorities/subjects/sh90003345
Pʻiri,prefLabel,http://id.loc.gov/authorities/subjects/sh85102151
Pʻillyul,altLabel,http://id.loc.gov/authorities/subjects/sh85102151
Rgya-gling,prefLabel,http://id.loc.gov/authorities/subjects/sh89004108
Rgya gliṅ,altLabel,http://id.loc.gov/authorities/subjects/sh89004108
Shehnai,prefLabel,http://id.loc.gov/authorities/subjects/sh85121263
Śahnāī,altLabel,http://id.loc.gov/authorities/subjects/sh85121263
Sanāī,altLabel,http://id.loc.gov/authorities/subjects/sh85121263
Sānāyī,altLabel,http://id.loc.gov/authorities/subjects/sh85121263
Shahnāī,altLabel,http://id.loc.gov/authorities/subjects/sh85121263
Shanai,altLabel,http://id.loc.gov/authorities/subjects/sh85121263
Surnai,altLabel,http://id.loc.gov/authorities/subjects/sh85121263
Suo na,prefLabel,http://id.loc.gov/authorities/subjects/sh85123814
Chi na,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
Hiang te,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
La pa,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
So la,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
So na,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
Sona,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
Su-na,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
Suona,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
Ta ti,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
Wa wa erh,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
Wu li wa,altLabel,http://id.loc.gov/authorities/subjects/sh85123814
Tʻaepʻyŏngso,prefLabel,http://id.loc.gov/authorities/subjects/sh95006327
Hojŏk,altLabel,http://id.loc.gov/authorities/subjects/sh95006327
Nallari,altLabel,http://id.loc.gov/authorities/subjects/sh95006327
Saenap,altLabel,http://id.loc.gov/authorities/subjects/sh95006327
Swaenap,altLabel,http://id.loc.gov/authorities/subjects/sh95006327
Zumari,prefLabel,http://id.loc.gov/authorities/subjects/sh85150057
Pommer,prefLabel,http://id.loc.gov/authorities/subjects/sh85104764
Tenora (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh94002940
Zūrnā,prefLabel,http://id.loc.gov/authorities/subjects/sh91001176
Sorna,altLabel,http://id.loc.gov/authorities/subjects/sh91001176
Sornai,altLabel,http://id.loc.gov/authorities/subjects/sh91001176
Surlă,altLabel,http://id.loc.gov/authorities/subjects/sh91001176
Surle,altLabel,http://id.loc.gov/authorities/subjects/sh91001176
Surna,altLabel,http://id.loc.gov/authorities/subjects/sh91001176
Surnai,altLabel,http://id.loc.gov/authorities/subjects/sh91001176
Zukra,altLabel,http://id.loc.gov/authorities/subjects/sh91001176
Zurla,altLabel,http://id.loc.gov/authorities/subjects/sh91001176
Birdcall whistles,prefLabel,http://id.loc.gov/authorities/subjects/sh2007010448
Bird call whistles,altLabel,http://id.loc.gov/authorities/subjects/sh2007010448
Deer whistles,prefLabel,http://id.loc.gov/authorities/subjects/sh2007006118
Deer horns (Wildlife warning whistles),altLabel,http://id.loc.gov/authorities/subjects/sh2007006118
"Horns, Deer (Wildlife warning whistles)",altLabel,http://id.loc.gov/authorities/subjects/sh2007006118
"Warning whistles, Wildlife",altLabel,http://id.loc.gov/authorities/subjects/sh2007006118
Wildlife warning whistles,altLabel,http://id.loc.gov/authorities/subjects/sh2007006118
Terra-cotta whistles,prefLabel,http://id.loc.gov/authorities/subjects/sh95007362
Brass bands,prefLabel,http://id.loc.gov/authorities/subjects/sh85016437
Bands (Music),prefLabel,http://id.loc.gov/authorities/subjects/sh85011499
Military bands,altLabel,http://id.loc.gov/authorities/subjects/sh85011499
Wind bands,altLabel,http://id.loc.gov/authorities/subjects/sh85011499
Barbershop quartets (Musical groups),prefLabel,http://id.loc.gov/authorities/subjects/sh2011000235
Brass bands,prefLabel,http://id.loc.gov/authorities/subjects/sh85016437
Chamber music groups,prefLabel,http://id.loc.gov/authorities/subjects/sh85022425
Chapels (Music),prefLabel,http://id.loc.gov/authorities/subjects/sh85022583
Chapels royal (Music),altLabel,http://id.loc.gov/authorities/subjects/sh85022583
Music chapels,altLabel,http://id.loc.gov/authorities/subjects/sh85022583
Chirigotas,prefLabel,http://id.loc.gov/authorities/subjects/sh2022005599
Country music groups,prefLabel,http://id.loc.gov/authorities/subjects/sh85033471
Early-music groups,prefLabel,http://id.loc.gov/authorities/subjects/sh92000859
Early-music ensembles,altLabel,http://id.loc.gov/authorities/subjects/sh92000859
"Ensembles, Early-music",altLabel,http://id.loc.gov/authorities/subjects/sh92000859
"Ensembles, Historical performance",altLabel,http://id.loc.gov/authorities/subjects/sh92000859
"Groups, Early-music",altLabel,http://id.loc.gov/authorities/subjects/sh92000859
"Groups, Historical performance",altLabel,http://id.loc.gov/authorities/subjects/sh92000859
Historical performance ensembles,altLabel,http://id.loc.gov/authorities/subjects/sh92000859
Historical performance groups,altLabel,http://id.loc.gov/authorities/subjects/sh92000859
Folk music groups,prefLabel,http://id.loc.gov/authorities/subjects/sh85049848
Gospel groups,prefLabel,http://id.loc.gov/authorities/subjects/sh2023000940
Gothic rock groups,prefLabel,http://id.loc.gov/authorities/subjects/sh2008004020
Gothic rock music groups,altLabel,http://id.loc.gov/authorities/subjects/sh2008004020
Handbell choirs,prefLabel,http://id.loc.gov/authorities/subjects/sh2003002962
Handbell teams,altLabel,http://id.loc.gov/authorities/subjects/sh2003002962
Handchime choirs,prefLabel,http://id.loc.gov/authorities/subjects/sh2018001906
Jam bands,prefLabel,http://id.loc.gov/authorities/subjects/sh2003002249
Jambands,altLabel,http://id.loc.gov/authorities/subjects/sh2003002249
Murgas (Musical groups),prefLabel,http://id.loc.gov/authorities/subjects/sh2004014985
Orchestra,prefLabel,http://id.loc.gov/authorities/subjects/sh85095325
Percussion ensembles (Musical groups),prefLabel,http://id.loc.gov/authorities/subjects/sh2007002848
Rock groups,prefLabel,http://id.loc.gov/authorities/subjects/sh85114671
"Bands, Rock",altLabel,http://id.loc.gov/authorities/subjects/sh85114671
"Groups, Rock",altLabel,http://id.loc.gov/authorities/subjects/sh85114671
Punk rock groups,altLabel,http://id.loc.gov/authorities/subjects/sh85114671
Rock and roll bands,altLabel,http://id.loc.gov/authorities/subjects/sh85114671
Rock and roll groups,altLabel,http://id.loc.gov/authorities/subjects/sh85114671
Rock bands,altLabel,http://id.loc.gov/authorities/subjects/sh85114671
Rock-n-roll bands,altLabel,http://id.loc.gov/authorities/subjects/sh85114671
Rock-n-roll groups,altLabel,http://id.loc.gov/authorities/subjects/sh85114671
String bands,prefLabel,http://id.loc.gov/authorities/subjects/sh2001005053
Symphony orchestras,prefLabel,http://id.loc.gov/authorities/subjects/sh85131544
Tunas (Musical groups),prefLabel,http://id.loc.gov/authorities/subjects/sh2007001159
Vocal groups,prefLabel,http://id.loc.gov/authorities/subjects/sh2001006505
Vocal ensembles (Musical groups),altLabel,http://id.loc.gov/authorities/subjects/sh2001006505
Vocal music groups,altLabel,http://id.loc.gov/authorities/subjects/sh2001006505
Vocal quartets (Musical groups),prefLabel,http://id.loc.gov/authorities/subjects/sh2010006906
Wind ensembles (Musical groups),prefLabel,http://id.loc.gov/authorities/subjects/sh2011000342
Wind ensemble groups,altLabel,http://id.loc.gov/authorities/subjects/sh2011000342
Musical groups,prefLabel,http://id.loc.gov/authorities/subjects/sh85088960
Ensembles (Musical performance groups),altLabel,http://id.loc.gov/authorities/subjects/sh85088960
"Groups, Musical performance",altLabel,http://id.loc.gov/authorities/subjects/sh85088960
Musical performance ensembles,altLabel,http://id.loc.gov/authorities/subjects/sh85088960
Musical performance groups,altLabel,http://id.loc.gov/authorities/subjects/sh85088960
Altas (Musical groups),prefLabel,http://id.loc.gov/authorities/subjects/sh2003007317
Big bands,prefLabel,http://id.loc.gov/authorities/subjects/sh85013942
Big jazz bands,altLabel,http://id.loc.gov/authorities/subjects/sh85013942
Dance bands,altLabel,http://id.loc.gov/authorities/subjects/sh85013942
Jazz bands,altLabel,http://id.loc.gov/authorities/subjects/sh85013942
Jazz orchestras,altLabel,http://id.loc.gov/authorities/subjects/sh85013942
Stage bands,altLabel,http://id.loc.gov/authorities/subjects/sh85013942
Brass bands,prefLabel,http://id.loc.gov/authorities/subjects/sh85016437
Brass choirs,altLabel,http://id.loc.gov/authorities/subjects/sh85016437
Circus bands,prefLabel,http://id.loc.gov/authorities/subjects/sh92001369
Dance orchestras,prefLabel,http://id.loc.gov/authorities/subjects/sh85035648
Dance bands,altLabel,http://id.loc.gov/authorities/subjects/sh85035648
Dance orchestra,altLabel,http://id.loc.gov/authorities/subjects/sh85035648
Drum and bugle corps,prefLabel,http://id.loc.gov/authorities/subjects/sh85017679
Bugle and drum corps,altLabel,http://id.loc.gov/authorities/subjects/sh85017679
Drum corps,altLabel,http://id.loc.gov/authorities/subjects/sh85017679
Drum majors,prefLabel,http://id.loc.gov/authorities/subjects/sh85039778
Drum and fife corps,altLabel,http://id.loc.gov/authorities/subjects/sh85039778
Fife and drum bands,altLabel,http://id.loc.gov/authorities/subjects/sh85039778
Fife and drum corps,prefLabel,http://id.loc.gov/authorities/subjects/sh86007649
Jug bands,prefLabel,http://id.loc.gov/authorities/subjects/sh2001005051
Marching bands,prefLabel,http://id.loc.gov/authorities/subjects/sh85081020
Pipe bands,prefLabel,http://id.loc.gov/authorities/subjects/sh85102359
Bagpipe bands,altLabel,http://id.loc.gov/authorities/subjects/sh85102359
Rhythm bands and orchestras,prefLabel,http://id.loc.gov/authorities/subjects/sh85113836
Percussion bands,altLabel,http://id.loc.gov/authorities/subjects/sh85113836
Toy orchestras,altLabel,http://id.loc.gov/authorities/subjects/sh85113836
Saxophone choirs,prefLabel,http://id.loc.gov/authorities/subjects/sh2005005129
Saxophone bands,altLabel,http://id.loc.gov/authorities/subjects/sh2005005129
Saxophone orchestras,altLabel,http://id.loc.gov/authorities/subjects/sh2005005129
Steel bands (Music),prefLabel,http://id.loc.gov/authorities/subjects/sh85127813
Steel band (Musical ensemble),altLabel,http://id.loc.gov/authorities/subjects/sh85127813
Steel orchestra,altLabel,http://id.loc.gov/authorities/subjects/sh85127813
Steelbands (Music),altLabel,http://id.loc.gov/authorities/subjects/sh85127813
Tinpanny,altLabel,http://id.loc.gov/authorities/subjects/sh85127813
Washboard bands,prefLabel,http://id.loc.gov/authorities/subjects/sh00000869
Women's bands (Music),prefLabel,http://id.loc.gov/authorities/subjects/sh2016001993
All-girl bands (Music),altLabel,http://id.loc.gov/authorities/subjects/sh2016001993
Female bands (Music),altLabel,http://id.loc.gov/authorities/subjects/sh2016001993
Accordion bands,prefLabel,http://id.loc.gov/authorities/subjects/sh00000859
Accordion orchestras,altLabel,http://id.loc.gov/authorities/subjects/sh00000859
Balalaika orchestras,prefLabel,http://id.loc.gov/authorities/subjects/sh00000565
Bandoneon orchestras,prefLabel,http://id.loc.gov/authorities/subjects/sh2011000124
Bandoneon bands,altLabel,http://id.loc.gov/authorities/subjects/sh2011000124
Bandoneon choirs,altLabel,http://id.loc.gov/authorities/subjects/sh2011000124
Chamber orchestra,prefLabel,http://id.loc.gov/authorities/subjects/sh85022426
Dance orchestras,prefLabel,http://id.loc.gov/authorities/subjects/sh85035648
Dance bands,altLabel,http://id.loc.gov/authorities/subjects/sh85035648
Dance orchestra,altLabel,http://id.loc.gov/authorities/subjects/sh85035648
Harmonica bands,prefLabel,http://id.loc.gov/authorities/subjects/sh2011000126
Harmonica choirs,altLabel,http://id.loc.gov/authorities/subjects/sh2011000126
Harmonica orchestras,altLabel,http://id.loc.gov/authorities/subjects/sh2011000126
Mandolin orchestras,prefLabel,http://id.loc.gov/authorities/subjects/sh85080461
Mandolin bands,altLabel,http://id.loc.gov/authorities/subjects/sh85080461
Plucked instrument orchestras,prefLabel,http://id.loc.gov/authorities/subjects/sh95010369
"Bands, Plucked instrument",altLabel,http://id.loc.gov/authorities/subjects/sh95010369
"Orchestras, Plucked instrument",altLabel,http://id.loc.gov/authorities/subjects/sh95010369
Plectral orchestras,altLabel,http://id.loc.gov/authorities/subjects/sh95010369
