LCSH-label,LCSH-label-type,LCSH-URI
Aeolian-vocalion,prefLabel,http://id.loc.gov/authorities/subjects/sh85001246
Clavicylinder,prefLabel,http://id.loc.gov/authorities/subjects/sh85026856
"Euphonium (Chladni's)",altLabel,http://id.loc.gov/authorities/subjects/sh85026856
Harmonometer,prefLabel,http://id.loc.gov/authorities/subjects/sh85058962
Jukeboxes,prefLabel,http://id.loc.gov/authorities/subjects/sh85070985
Mechanical organs,prefLabel,http://id.loc.gov/authorities/subjects/sh86004922
Mechanical pianos,prefLabel,http://id.loc.gov/authorities/subjects/sh97003371
Music box,prefLabel,http://id.loc.gov/authorities/subjects/sh85088897
Musical box,altLabel,http://id.loc.gov/authorities/subjects/sh85088897
Music recorder,prefLabel,http://id.loc.gov/authorities/subjects/sh85088939
Orchestrion,prefLabel,http://id.loc.gov/authorities/subjects/sh88006772
Nickelodeon,altLabel,http://id.loc.gov/authorities/subjects/sh88006772
Panharmonicon,prefLabel,http://id.loc.gov/authorities/subjects/sh99004195
Violano-virtuoso,prefLabel,http://id.loc.gov/authorities/subjects/sh85143510
Harpola (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2007002137
Saxoflute,prefLabel,http://id.loc.gov/authorities/subjects/sh2009003745
Toy piano,prefLabel,http://id.loc.gov/authorities/subjects/sh2001006041
Broadwood piano,prefLabel,http://id.loc.gov/authorities/subjects/sh2008005660
Electronic piano,prefLabel,http://id.loc.gov/authorities/subjects/sh85042367
Digital piano,altLabel,http://id.loc.gov/authorities/subjects/sh85042367
Electric piano,altLabel,http://id.loc.gov/authorities/subjects/sh85042367
Erard piano,prefLabel,http://id.loc.gov/authorities/subjects/sh2005006923
Gaveau piano,prefLabel,http://id.loc.gov/authorities/subjects/sh2010010725
Knabe piano,prefLabel,http://id.loc.gov/authorities/subjects/sh2005001952
Luthéal,prefLabel,http://id.loc.gov/authorities/subjects/sh00000666
Piano luthéal,altLabel,http://id.loc.gov/authorities/subjects/sh00000666
Magnetic resonator piano,prefLabel,http://id.loc.gov/authorities/subjects/sh2013000919
MRP (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2013000919
Mechanical pianos,prefLabel,http://id.loc.gov/authorities/subjects/sh97003371
Music recorder,prefLabel,http://id.loc.gov/authorities/subjects/sh85088939
Melograph,altLabel,http://id.loc.gov/authorities/subjects/sh85088939
Music-recorders,altLabel,http://id.loc.gov/authorities/subjects/sh85088939
Pianograph,altLabel,http://id.loc.gov/authorities/subjects/sh85088939
Pedal piano,prefLabel,http://id.loc.gov/authorities/subjects/sh87006800
Pianocorder,prefLabel,http://id.loc.gov/authorities/subjects/sh92000810
Pleyel piano,prefLabel,http://id.loc.gov/authorities/subjects/sh2002002634
Sohmer piano,prefLabel,http://id.loc.gov/authorities/subjects/sh99004292
Square piano,prefLabel,http://id.loc.gov/authorities/subjects/sh2008003295
Steinway piano,prefLabel,http://id.loc.gov/authorities/subjects/sh96008521
Bamboo marimba,prefLabel,http://id.loc.gov/authorities/subjects/sh2016001843
Boo (Bamboo marimba),altLabel,http://id.loc.gov/authorities/subjects/sh2016001843
Bells,prefLabel,http://id.loc.gov/authorities/subjects/sh85013057
Bilo,prefLabel,http://id.loc.gov/authorities/subjects/sh99004734
Body percussion,prefLabel,http://id.loc.gov/authorities/subjects/sh2008009507
Bonang,prefLabel,http://id.loc.gov/authorities/subjects/sh2012001107
Castanets,prefLabel,http://id.loc.gov/authorities/subjects/sh85020646
Chekeré,prefLabel,http://id.loc.gov/authorities/subjects/sh98005212
Agbe,altLabel,http://id.loc.gov/authorities/subjects/sh98005212
Aggüé,altLabel,http://id.loc.gov/authorities/subjects/sh98005212
Shekeré,altLabel,http://id.loc.gov/authorities/subjects/sh98005212
Ching (Cymbals),prefLabel,http://id.loc.gov/authorities/subjects/sh93005461
Clappers (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85026559
Claves,prefLabel,http://id.loc.gov/authorities/subjects/sh85026839
Cloud chamber bowls (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh00000686
Cymbals,prefLabel,http://id.loc.gov/authorities/subjects/sh85035141
Daxophone,prefLabel,http://id.loc.gov/authorities/subjects/sh2003010847
Diamond marimba,prefLabel,http://id.loc.gov/authorities/subjects/sh2016001842
Drum,prefLabel,http://id.loc.gov/authorities/subjects/sh85039773
Drums (Musical instruments),altLabel,http://id.loc.gov/authorities/subjects/sh85039773
Drum set,prefLabel,http://id.loc.gov/authorities/subjects/sh96008240
Drum kit,altLabel,http://id.loc.gov/authorities/subjects/sh96008240
Drumset,altLabel,http://id.loc.gov/authorities/subjects/sh96008240
Trap kit,altLabel,http://id.loc.gov/authorities/subjects/sh96008240
Trap set,altLabel,http://id.loc.gov/authorities/subjects/sh96008240
Traps (Drum set),altLabel,http://id.loc.gov/authorities/subjects/sh96008240
Gambang,prefLabel,http://id.loc.gov/authorities/subjects/sh2008006115
Gender (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85053730
Glockenspiel,prefLabel,http://id.loc.gov/authorities/subjects/sh85055309
Bell lyra,altLabel,http://id.loc.gov/authorities/subjects/sh85055309
Bell lyre,altLabel,http://id.loc.gov/authorities/subjects/sh85055309
"Bells, Orchestral",altLabel,http://id.loc.gov/authorities/subjects/sh85055309
Bells (Glockenspiel),altLabel,http://id.loc.gov/authorities/subjects/sh85055309
Chimes (Glockenspiel),altLabel,http://id.loc.gov/authorities/subjects/sh85055309
Glock,altLabel,http://id.loc.gov/authorities/subjects/sh85055309
Orchestra bells,altLabel,http://id.loc.gov/authorities/subjects/sh85055309
Gong,prefLabel,http://id.loc.gov/authorities/subjects/sh91001511
Guiro,prefLabel,http://id.loc.gov/authorities/subjects/sh98005987
Calabazo (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh98005987
Guayo,altLabel,http://id.loc.gov/authorities/subjects/sh98005987
Guiro (Scraper),altLabel,http://id.loc.gov/authorities/subjects/sh98005987
Ralladera (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh98005987
Rascador (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh98005987
Guṃlā,prefLabel,http://id.loc.gov/authorities/subjects/sh85057907
Jaltarang,prefLabel,http://id.loc.gov/authorities/subjects/sh2011005517
Jal tarang,altLabel,http://id.loc.gov/authorities/subjects/sh2011005517
Jaltarangam,altLabel,http://id.loc.gov/authorities/subjects/sh2011005517
Jawbone (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85069801
Jaw bone (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85069801
"Jaw bone, Musical",altLabel,http://id.loc.gov/authorities/subjects/sh85069801
Musical jaw bone,altLabel,http://id.loc.gov/authorities/subjects/sh85069801
Quijada (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85069801
Quijada de burro (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh85069801
Kei,prefLabel,http://id.loc.gov/authorities/subjects/sh85071858
Kemanak,prefLabel,http://id.loc.gov/authorities/subjects/sh85071905
Kenawak,altLabel,http://id.loc.gov/authorities/subjects/sh85071905
Kolintang (Xylophone),prefLabel,http://id.loc.gov/authorities/subjects/sh2012001176
Kulintang,prefLabel,http://id.loc.gov/authorities/subjects/sh85072830
Gulintangan,altLabel,http://id.loc.gov/authorities/subjects/sh85072830
Klentangan,altLabel,http://id.loc.gov/authorities/subjects/sh85072830
Kolintang,altLabel,http://id.loc.gov/authorities/subjects/sh85072830
Kolintang (Gong-chime),altLabel,http://id.loc.gov/authorities/subjects/sh85072830
Kwintangan,altLabel,http://id.loc.gov/authorities/subjects/sh85072830
Lithophone,prefLabel,http://id.loc.gov/authorities/subjects/sh2004007058
Maraca,prefLabel,http://id.loc.gov/authorities/subjects/sh85080885
Marimba,prefLabel,http://id.loc.gov/authorities/subjects/sh85081095
Marimbaphone,altLabel,http://id.loc.gov/authorities/subjects/sh85081095
Notched rattle,prefLabel,http://id.loc.gov/authorities/subjects/sh85092790
Bone rattle,altLabel,http://id.loc.gov/authorities/subjects/sh85092790
"Rattle, Notched",altLabel,http://id.loc.gov/authorities/subjects/sh85092790
Polopalo,prefLabel,http://id.loc.gov/authorities/subjects/sh94005663
Ranāt ēk,prefLabel,http://id.loc.gov/authorities/subjects/sh93005471
Rana-t ay-k,altLabel,http://id.loc.gov/authorities/subjects/sh93005471
Rànaât eèk,altLabel,http://id.loc.gov/authorities/subjects/sh93005471
Ranāt aek,altLabel,http://id.loc.gov/authorities/subjects/sh93005471
Roneat ek,altLabel,http://id.loc.gov/authorities/subjects/sh93005471
Ranāt thum,prefLabel,http://id.loc.gov/authorities/subjects/sh93005472
Ranāt dhaṃ,altLabel,http://id.loc.gov/authorities/subjects/sh93005472
Rattle (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85111552
Rattle,altLabel,http://id.loc.gov/authorities/subjects/sh85111552
Reco-reco (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2001008753
Canzá,altLabel,http://id.loc.gov/authorities/subjects/sh2001008753
Caracaxá,altLabel,http://id.loc.gov/authorities/subjects/sh2001008753
Casaca (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2001008753
Catacá,altLabel,http://id.loc.gov/authorities/subjects/sh2001008753
Ganzá,altLabel,http://id.loc.gov/authorities/subjects/sh2001008753
Querequexé,altLabel,http://id.loc.gov/authorities/subjects/sh2001008753
Raspador (Brazilian musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2001008753
Reque-reque,altLabel,http://id.loc.gov/authorities/subjects/sh2001008753
Reyong,prefLabel,http://id.loc.gov/authorities/subjects/sh2019003627
Reong,altLabel,http://id.loc.gov/authorities/subjects/sh2019003627
Sēmantron,prefLabel,http://id.loc.gov/authorities/subjects/sh99004735
Klepalo,altLabel,http://id.loc.gov/authorities/subjects/sh99004735
Nāqūs,altLabel,http://id.loc.gov/authorities/subjects/sh99004735
Sēmandron,altLabel,http://id.loc.gov/authorities/subjects/sh99004735
Sēmantēr,altLabel,http://id.loc.gov/authorities/subjects/sh99004735
Sēmantērion,altLabel,http://id.loc.gov/authorities/subjects/sh99004735
Sēmanthron,altLabel,http://id.loc.gov/authorities/subjects/sh99004735
Simandron,altLabel,http://id.loc.gov/authorities/subjects/sh99004735
Singing bowl,prefLabel,http://id.loc.gov/authorities/subjects/sh2002002862
Slit drums,prefLabel,http://id.loc.gov/authorities/subjects/sh97002408
Spoils of war (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2016001693
Steel drum (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh94002502
Bass pan (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh94002502
"Pan, Steel (Musical instrument)",altLabel,http://id.loc.gov/authorities/subjects/sh94002502
Soprano pan (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh94002502
Steel pan (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh94002502
Tenor pan (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh94002502
Talempong,prefLabel,http://id.loc.gov/authorities/subjects/sh2015001139
Caklempong,altLabel,http://id.loc.gov/authorities/subjects/sh2015001139
Tambourine,prefLabel,http://id.loc.gov/authorities/subjects/sh85132177
Tambour de Basque,altLabel,http://id.loc.gov/authorities/subjects/sh85132177
Temple blocks,prefLabel,http://id.loc.gov/authorities/subjects/sh2023002255
"Blocks, Temple",altLabel,http://id.loc.gov/authorities/subjects/sh2023002255
Chinese temple blocks,altLabel,http://id.loc.gov/authorities/subjects/sh2023002255
Dragon mouths (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh2023002255
Korean temple blocks,altLabel,http://id.loc.gov/authorities/subjects/sh2023002255
Toy piano,prefLabel,http://id.loc.gov/authorities/subjects/sh2001006041
Triangle (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh89003577
Tubaphone,prefLabel,http://id.loc.gov/authorities/subjects/sh2005008079
Tubuphone,altLabel,http://id.loc.gov/authorities/subjects/sh2005008079
Tubular bells,prefLabel,http://id.loc.gov/authorities/subjects/sh97008695
"Bells, Orchestral",altLabel,http://id.loc.gov/authorities/subjects/sh97008695
"Bells, Tubular",altLabel,http://id.loc.gov/authorities/subjects/sh97008695
"Chimes, Orchestral",altLabel,http://id.loc.gov/authorities/subjects/sh97008695
Orchestra bells,altLabel,http://id.loc.gov/authorities/subjects/sh97008695
Orchestral chimes,altLabel,http://id.loc.gov/authorities/subjects/sh97008695
Txalaparta,prefLabel,http://id.loc.gov/authorities/subjects/sh2005005708
Vibraphone,prefLabel,http://id.loc.gov/authorities/subjects/sh85143104
Vibraharp,altLabel,http://id.loc.gov/authorities/subjects/sh85143104
Waterphone (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2005001818
Xylophone,prefLabel,http://id.loc.gov/authorities/subjects/sh85148860
Song bells,altLabel,http://id.loc.gov/authorities/subjects/sh85148860
Straw fiddle,altLabel,http://id.loc.gov/authorities/subjects/sh85148860
Zoomoozophone,prefLabel,http://id.loc.gov/authorities/subjects/sh92003843
Bian zhong,prefLabel,http://id.loc.gov/authorities/subjects/sh98001605
Bianzhong,altLabel,http://id.loc.gov/authorities/subjects/sh98001605
Pien chung,altLabel,http://id.loc.gov/authorities/subjects/sh98001605
Bronze bells,prefLabel,http://id.loc.gov/authorities/subjects/sh2001008382
Buddhist temple bells,prefLabel,http://id.loc.gov/authorities/subjects/sh89000864
"Temple bells, Buddhist",altLabel,http://id.loc.gov/authorities/subjects/sh89000864
Carillons,prefLabel,http://id.loc.gov/authorities/subjects/sh85020322
Chimes,prefLabel,http://id.loc.gov/authorities/subjects/sh85023961
Church bells,prefLabel,http://id.loc.gov/authorities/subjects/sh89000863
Tower bells (Church bells),altLabel,http://id.loc.gov/authorities/subjects/sh89000863
Cowbells,prefLabel,http://id.loc.gov/authorities/subjects/sh85033627
Cow-bells,altLabel,http://id.loc.gov/authorities/subjects/sh85033627
Doorbells,prefLabel,http://id.loc.gov/authorities/subjects/sh96009015
Ekón,prefLabel,http://id.loc.gov/authorities/subjects/sh98005230
Banká,altLabel,http://id.loc.gov/authorities/subjects/sh98005230
Ekong,altLabel,http://id.loc.gov/authorities/subjects/sh98005230
Electric bells,prefLabel,http://id.loc.gov/authorities/subjects/sh85041590
Fog bells,prefLabel,http://id.loc.gov/authorities/subjects/sh85049622
Glass bells,prefLabel,http://id.loc.gov/authorities/subjects/sh85055119
Handbells,prefLabel,http://id.loc.gov/authorities/subjects/sh85058658
Jaquemarts,prefLabel,http://id.loc.gov/authorities/subjects/sh85069745
Jacquemarts,altLabel,http://id.loc.gov/authorities/subjects/sh85069745
Porcelain bells,prefLabel,http://id.loc.gov/authorities/subjects/sh85104983
Sistro,prefLabel,http://id.loc.gov/authorities/subjects/sh2002004335
Timpano musicale,altLabel,http://id.loc.gov/authorities/subjects/sh2002004335
Tap bells,prefLabel,http://id.loc.gov/authorities/subjects/sh88006042
Celesta-chime,prefLabel,http://id.loc.gov/authorities/subjects/sh2002004313
Celestachime,altLabel,http://id.loc.gov/authorities/subjects/sh2002004313
Handchimes,prefLabel,http://id.loc.gov/authorities/subjects/sh91000466
Bones (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh85015556
Jin qian ban (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh89000434
Chin chʻien pan (Musical instrument),altLabel,http://id.loc.gov/authorities/subjects/sh89000434
Crotales,prefLabel,http://id.loc.gov/authorities/subjects/sh2002002860
Finger cymbals,prefLabel,http://id.loc.gov/authorities/subjects/sh99011316
Zilia,altLabel,http://id.loc.gov/authorities/subjects/sh99011316
Zils,altLabel,http://id.loc.gov/authorities/subjects/sh99011316
Jhāñjh,prefLabel,http://id.loc.gov/authorities/subjects/sh2005006690
Jhāni,altLabel,http://id.loc.gov/authorities/subjects/sh2005006690
Jhānj,altLabel,http://id.loc.gov/authorities/subjects/sh2005006690
Jhān-jhān,altLabel,http://id.loc.gov/authorities/subjects/sh2005006690
Jhānjha,altLabel,http://id.loc.gov/authorities/subjects/sh2005006690
Arará (Drum),prefLabel,http://id.loc.gov/authorities/subjects/sh98005044
Atabaque,prefLabel,http://id.loc.gov/authorities/subjects/sh91002796
Babadok,prefLabel,http://id.loc.gov/authorities/subjects/sh2011000689
Bass drum,prefLabel,http://id.loc.gov/authorities/subjects/sh94008705
Bongo,prefLabel,http://id.loc.gov/authorities/subjects/sh85015558
Bongo drum,altLabel,http://id.loc.gov/authorities/subjects/sh85015558
Bonkó,prefLabel,http://id.loc.gov/authorities/subjects/sh98003202
Bonkó-enchemiyá,altLabel,http://id.loc.gov/authorities/subjects/sh98003202
Enchemí,altLabel,http://id.loc.gov/authorities/subjects/sh98003202
Bronze drum,prefLabel,http://id.loc.gov/authorities/subjects/sh85017118
Cajón (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh98005536
Catá (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh98005534
Catá,altLabel,http://id.loc.gov/authorities/subjects/sh98005534
Hueco,altLabel,http://id.loc.gov/authorities/subjects/sh98005534
Ceṇḍa,prefLabel,http://id.loc.gov/authorities/subjects/sh96003976
Ceṇḍe,altLabel,http://id.loc.gov/authorities/subjects/sh96003976
Chenda,altLabel,http://id.loc.gov/authorities/subjects/sh96003976
Cheṇḍamēḷaṃ,altLabel,http://id.loc.gov/authorities/subjects/sh96003976
Congas,prefLabel,http://id.loc.gov/authorities/subjects/sh85031082
Conga (Drum),altLabel,http://id.loc.gov/authorities/subjects/sh85031082
Conga drums,altLabel,http://id.loc.gov/authorities/subjects/sh85031082
Cuíca,prefLabel,http://id.loc.gov/authorities/subjects/sh2009006694
Puíta,altLabel,http://id.loc.gov/authorities/subjects/sh2009006694
Quíca,altLabel,http://id.loc.gov/authorities/subjects/sh2009006694
Damba (Drum),prefLabel,http://id.loc.gov/authorities/subjects/sh88003379
Damba (Dance drumming),altLabel,http://id.loc.gov/authorities/subjects/sh88003379
Dhimay,prefLabel,http://id.loc.gov/authorities/subjects/sh94002406
Dhime,altLabel,http://id.loc.gov/authorities/subjects/sh94002406
Dholi,prefLabel,http://id.loc.gov/authorities/subjects/sh2003002124
Daule,altLabel,http://id.loc.gov/authorities/subjects/sh2003002124
Davul,altLabel,http://id.loc.gov/authorities/subjects/sh2003002124
Dhol (Caucasian drum),altLabel,http://id.loc.gov/authorities/subjects/sh2003002124
Dohol,altLabel,http://id.loc.gov/authorities/subjects/sh2003002124
Doli,altLabel,http://id.loc.gov/authorities/subjects/sh2003002124
Doul,altLabel,http://id.loc.gov/authorities/subjects/sh2003002124
Djembe,prefLabel,http://id.loc.gov/authorities/subjects/sh99013972
Jembe,altLabel,http://id.loc.gov/authorities/subjects/sh99013972
Jenbe,altLabel,http://id.loc.gov/authorities/subjects/sh99013972
Ekue,prefLabel,http://id.loc.gov/authorities/subjects/sh98007388
Frame drums,prefLabel,http://id.loc.gov/authorities/subjects/sh87003799
Ghaṭa,prefLabel,http://id.loc.gov/authorities/subjects/sh96003868
Ghaṙā,altLabel,http://id.loc.gov/authorities/subjects/sh96003868
Ghatam,altLabel,http://id.loc.gov/authorities/subjects/sh96003868
Ghaṭi,altLabel,http://id.loc.gov/authorities/subjects/sh96003868
Kaṭam,altLabel,http://id.loc.gov/authorities/subjects/sh96003868
Goblet drum,prefLabel,http://id.loc.gov/authorities/subjects/sh87007474
Hourglass drum,prefLabel,http://id.loc.gov/authorities/subjects/sh85062529
Kañjirā,prefLabel,http://id.loc.gov/authorities/subjects/sh96004191
Kañcirā,altLabel,http://id.loc.gov/authorities/subjects/sh96004191
Kanjeera,altLabel,http://id.loc.gov/authorities/subjects/sh96004191
Kendang,prefLabel,http://id.loc.gov/authorities/subjects/sh2016001631
Gandang,altLabel,http://id.loc.gov/authorities/subjects/sh2016001631
Gendang,altLabel,http://id.loc.gov/authorities/subjects/sh2016001631
Kendhang,altLabel,http://id.loc.gov/authorities/subjects/sh2016001631
Lambeg drum,prefLabel,http://id.loc.gov/authorities/subjects/sh2002002636
Mādal,prefLabel,http://id.loc.gov/authorities/subjects/sh2001002361
Mādala,altLabel,http://id.loc.gov/authorities/subjects/sh2001002361
Mridanga,prefLabel,http://id.loc.gov/authorities/subjects/sh85088214
Khol,altLabel,http://id.loc.gov/authorities/subjects/sh85088214
Mirdang,altLabel,http://id.loc.gov/authorities/subjects/sh85088214
Mr̥dang,altLabel,http://id.loc.gov/authorities/subjects/sh85088214
Mr̥daṅga,altLabel,http://id.loc.gov/authorities/subjects/sh85088214
Mr̥daṅgam,altLabel,http://id.loc.gov/authorities/subjects/sh85088214
Mridangam,altLabel,http://id.loc.gov/authorities/subjects/sh85088214
Pakhāvaj,altLabel,http://id.loc.gov/authorities/subjects/sh85088214
Pakhawaj,altLabel,http://id.loc.gov/authorities/subjects/sh85088214
Nāykhīṃ,prefLabel,http://id.loc.gov/authorities/subjects/sh90001532
Nāykhĩ,altLabel,http://id.loc.gov/authorities/subjects/sh90001532
Ngoma (Drum),prefLabel,http://id.loc.gov/authorities/subjects/sh2005000124
Engoma (Drum),altLabel,http://id.loc.gov/authorities/subjects/sh2005000124
Goma (Drum),altLabel,http://id.loc.gov/authorities/subjects/sh2005000124
Gomo (Drum),altLabel,http://id.loc.gov/authorities/subjects/sh2005000124
In̄goma (Drum),altLabel,http://id.loc.gov/authorities/subjects/sh2005000124
Ingomba (Drum),altLabel,http://id.loc.gov/authorities/subjects/sh2005000124
Ngomba (Drum),altLabel,http://id.loc.gov/authorities/subjects/sh2005000124
Ngomm (Drum),altLabel,http://id.loc.gov/authorities/subjects/sh2005000124
Ngomo (Drum),altLabel,http://id.loc.gov/authorities/subjects/sh2005000124
Par (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh2005006693
Pung (Drum),prefLabel,http://id.loc.gov/authorities/subjects/sh85109108
Rebana,prefLabel,http://id.loc.gov/authorities/subjects/sh97006217
Rebano,altLabel,http://id.loc.gov/authorities/subjects/sh97006217
Snare drum,prefLabel,http://id.loc.gov/authorities/subjects/sh87003761
"Side drum",altLabel,http://id.loc.gov/authorities/subjects/sh87003761
Tabla,prefLabel,http://id.loc.gov/authorities/subjects/sh85131789
Tabala,altLabel,http://id.loc.gov/authorities/subjects/sh85131789
Taiko,prefLabel,http://id.loc.gov/authorities/subjects/sh98001608
Tamboril,prefLabel,http://id.loc.gov/authorities/subjects/sh96010805
Tambou,prefLabel,http://id.loc.gov/authorities/subjects/sh85132175
Tavil,prefLabel,http://id.loc.gov/authorities/subjects/sh96004187
Dhavul,altLabel,http://id.loc.gov/authorities/subjects/sh96004187
Thavil,altLabel,http://id.loc.gov/authorities/subjects/sh96004187
Timbales criollos,prefLabel,http://id.loc.gov/authorities/subjects/sh98005486
Timpani,prefLabel,http://id.loc.gov/authorities/subjects/sh85135469
Kettledrum,altLabel,http://id.loc.gov/authorities/subjects/sh85135469
Timpanum,altLabel,http://id.loc.gov/authorities/subjects/sh85135469
Tympani,altLabel,http://id.loc.gov/authorities/subjects/sh85135469
Tom-tom,prefLabel,http://id.loc.gov/authorities/subjects/sh2003002994
Chinese tom-tom (in drum kit),altLabel,http://id.loc.gov/authorities/subjects/sh2003002994
Tumba (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh98005527
Tupan,prefLabel,http://id.loc.gov/authorities/subjects/sh85138688
Daul,altLabel,http://id.loc.gov/authorities/subjects/sh85138688
Goč,altLabel,http://id.loc.gov/authorities/subjects/sh85138688
Toba,altLabel,http://id.loc.gov/authorities/subjects/sh85138688
Topan,altLabel,http://id.loc.gov/authorities/subjects/sh85138688
Tʾpan,altLabel,http://id.loc.gov/authorities/subjects/sh85138688
Yuka (Musical instrument),prefLabel,http://id.loc.gov/authorities/subjects/sh98005542
Quinto (Drum),prefLabel,http://id.loc.gov/authorities/subjects/sh2005006516
Bodhrán,prefLabel,http://id.loc.gov/authorities/subjects/sh85015214
Ḍaph,prefLabel,http://id.loc.gov/authorities/subjects/sh87003796
Daf,altLabel,http://id.loc.gov/authorities/subjects/sh87003796
Ḍaff,altLabel,http://id.loc.gov/authorities/subjects/sh87003796
Duff,altLabel,http://id.loc.gov/authorities/subjects/sh87003796
Par̲ai,prefLabel,http://id.loc.gov/authorities/subjects/sh2001002362
Pirai,altLabel,http://id.loc.gov/authorities/subjects/sh2001002362
Ravanne,prefLabel,http://id.loc.gov/authorities/subjects/sh2017003856
Ravann,altLabel,http://id.loc.gov/authorities/subjects/sh2017003856
Tar (Drum),prefLabel,http://id.loc.gov/authorities/subjects/sh2007000959
Yaogu,prefLabel,http://id.loc.gov/authorities/subjects/sh92005372
Huagu,altLabel,http://id.loc.gov/authorities/subjects/sh92005372
Temple drum,altLabel,http://id.loc.gov/authorities/subjects/sh92005372
Darabukka,prefLabel,http://id.loc.gov/authorities/subjects/sh88003602
Darabuke,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Darboukka,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Darbuga,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Darbuka,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Darbukka,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Derabucca,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Derbouka,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Derbuga,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Derbukka,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Dumbek,altLabel,http://id.loc.gov/authorities/subjects/sh88003602
Dümbelek,prefLabel,http://id.loc.gov/authorities/subjects/sh92005340
Deblek,altLabel,http://id.loc.gov/authorities/subjects/sh92005340
Dumbeg,altLabel,http://id.loc.gov/authorities/subjects/sh92005340
Dümbek,altLabel,http://id.loc.gov/authorities/subjects/sh92005340
Fêli,prefLabel,http://id.loc.gov/authorities/subjects/sh2005006551
Klō̜ng ǣ,prefLabel,http://id.loc.gov/authorities/subjects/sh93005465
Glaw-ng æ,altLabel,http://id.loc.gov/authorities/subjects/sh93005465
Klō̜ng lūang,prefLabel,http://id.loc.gov/authorities/subjects/sh2024000384
Klō̜ng yāo,prefLabel,http://id.loc.gov/authorities/subjects/sh93005466
Glaw-ng yao,altLabel,http://id.loc.gov/authorities/subjects/sh93005466
Zarb,prefLabel,http://id.loc.gov/authorities/subjects/sh85138584
Dombäck,altLabel,http://id.loc.gov/authorities/subjects/sh85138584
Dombak,altLabel,http://id.loc.gov/authorities/subjects/sh85138584
Tombak,altLabel,http://id.loc.gov/authorities/subjects/sh85138584
Tûnbak,altLabel,http://id.loc.gov/authorities/subjects/sh85138584
Tunbūk,altLabel,http://id.loc.gov/authorities/subjects/sh85138584
Batá,prefLabel,http://id.loc.gov/authorities/subjects/sh98005043
Changgo,prefLabel,http://id.loc.gov/authorities/subjects/sh85022517
Chang go,altLabel,http://id.loc.gov/authorities/subjects/sh85022517
Changgu,altLabel,http://id.loc.gov/authorities/subjects/sh85022517
Seyo go,altLabel,http://id.loc.gov/authorities/subjects/sh85022517
Sŏlchanggo,altLabel,http://id.loc.gov/authorities/subjects/sh85022517
Kotsuzumi,prefLabel,http://id.loc.gov/authorities/subjects/sh85073202
Ko tsuzumi,altLabel,http://id.loc.gov/authorities/subjects/sh85073202
Talking drum,prefLabel,http://id.loc.gov/authorities/subjects/sh2014002574
Dùndún,altLabel,http://id.loc.gov/authorities/subjects/sh2014002574
Gángán,altLabel,http://id.loc.gov/authorities/subjects/sh2014002574
Surdo,prefLabel,http://id.loc.gov/authorities/subjects/sh2006000487
"Caixa-surda",altLabel,http://id.loc.gov/authorities/subjects/sh2006000487
